site_id,site_name,site_type,sector,primary_product,capacity_annual,capacity_annual_tonnes,technology,parent_company,developer,legal_basis,area_ha,category,province,grid_region_id,zone_classification,status,latitude,longitude,pvout_centroid,cf_centroid,pvout_best_50km,cf_best_50km,pvout_buildable_best_50km,buildable_area_ha,regional_groundmount_potential_mwp_50km,buildability_constraint,resource_quality,dist_to_nearest_substation_km,dist_solar_to_nearest_substation_km,nearest_substation_capacity_mva,siting_scenario,grid_integration_category,same_grid_region,line_connected,inter_substation_connected,inter_substation_dist_km,available_capacity_mva,capacity_assessment,nearest_substation_capacity_source,solar_search_method,chosen_anchor_substation_name,solar_supply_share_pct,solar_delivered_share_pct,project_scale_solar_mwp,solar_regime,within_boundary_coverage_pct,within_boundary_coverage_hard_max_pct,firm_solar_coverage_pct,nighttime_demand_mwh,storage_required_mwh,storage_gap_pct,project_viable,demand_mwh_2030,lcoe_low_usd_mwh,lcoe_mid_usd_mwh,lcoe_high_usd_mwh,lcoe_grid_connected_usd_mwh,lcoe_grid_connected_capped_usd_mwh,lcoe_grid_connected_low_usd_mwh,lcoe_grid_connected_high_usd_mwh,lcoe_generation_usd_mwh,full_system_lcoe_delivered_usd_mwh,full_system_lcoe_firm_4h_usd_mwh,full_system_lcoe_firm_8h_usd_mwh,lcos_4h_usd_mwh,lcos_8h_usd_mwh,connection_cost_per_kw,transmission_cost_per_kw,substation_upgrade_cost_per_kw,grid_investment_needed_usd,cf_used,is_cf_provisional,is_capex_provisional,lcoe_wind_mid_usd_mwh,lcoe_wind_allin_mid_usd_mwh,cf_wind,wind_speed_ms,best_re_technology,best_re_lcoe_mid_usd_mwh,re_competitive_gap_pct,dashboard_rate_usd_mwh,dashboard_rate_label,is_grid_cost_provisional,tariff_i3_usd_mwh,tariff_i4_usd_mwh,bpp_usd_mwh,incumbent_pln_marginal_daytime_usd_mwh,incumbent_pln_marginal_nighttime_usd_mwh,incumbent_pln_marginal_confidence,solar_competitive_gap_pct,solar_attractive,lcoe_mid_wacc8_usd_mwh,solar_competitive_gap_wacc8_pct,solar_now_at_wacc8,action_flag,solar_now,invest_transmission,invest_substation,invest_battery,grid_first,invest_resilience,plan_late,green_share_geas,geas_alloc_proportional_gwh,geas_alloc_empirical_gwh,green_share_geas_proportional_pct,green_share_geas_empirical_pct,geas_allocation_used,pre2030_solar_mw,post2030_share,grid_upgrade_pre2030,ruptl_summary,grid_emission_factor_t_co2_mwh,carbon_breakeven_usd_tco2,clean_power_advantage,data_completeness
conch-cement-north-sulawesi,Conch Cement North Sulawesi,standalone,cement,clinker,4.4 MTPA,4400000.0,Integrated,Anhui Conch (China),,,,,North Sulawesi,SULAWESI,,Active,0.895624,124.081963,1538.5,0.1756,1612.9,0.1841,1588.1,1032.6,688.4,land_cover,partial_filter (0/6 layers),10.48,39.92,30.0,remote_captive,invest_substation,True,,True,,7.5,red,actual,best_pvout_fallback,,1.0,1.0,94.39,grid_connected_ipp,0.1815723347107438,2.18140305785124,5.506,282333.3,324521.1,0.583,True,484000.0,68.07,77.91,118.79,104.74,75.0,95.24,144.22,77.91,104.74,138.95,188.7,171.07,167.93,279.6,0.0,79.0,246860240.0,0.1751,False,False,242.3,79.43,0.103,4.33,solar,77.91,23.5,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,73.57,117.71,132.43,diesel_peaking,23.5,False,66.63,5.6,False,not_competitive,False,False,False,False,False,False,False,0.0007621444646948771,0.3688779209123205,0.08853070101895692,0.0007621444646948771,0.0001829146715267705,proportional,206,0.4938574938574939,True,206 MW solar planned in SULAWESI by 2030,0.63,25.1,-23.5,complete
semen-bosowa-maros,Semen Bosowa Maros,standalone,cement,clinker,4.2 MTPA,4200000.0,Integrated,Bosowa Corp,,,,,South Sulawesi,SULAWESI,,Active,-4.95,119.58,1506.7,0.172,1565.8,0.1787,,0.0,0.0,land_cover,provisional (no buildability filter),2.76,,30.0,remote_captive,invest_substation,False,,,,10.5,unknown,actual,,,,,,grid_connected_ipp,0.0,0.0,,,,,False,462000.0,69.29,79.31,120.92,89.89,75.0,80.25,129.93,79.31,89.89,124.1,173.86,171.07,167.93,93.8,0.0,44.3,,0.172,True,False,,63.55,0.0,2.65,solar,79.31,25.7,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,73.57,117.71,132.43,diesel_peaking,25.7,False,67.82,7.5,False,no_solar_resource,False,False,False,False,False,False,False,0.0007621444646948771,0.3521107426890332,0.2112664456134199,0.0007621444646948771,0.0004572866788169262,proportional,206,0.4938574938574939,True,206 MW solar planned in SULAWESI by 2030,0.63,27.5,-25.7,complete
red-lion-hongshi-tonga,Red Lion Hongshi Tonga,standalone,cement,clinker,4.0 MTPA,4000000.0,Integrated,Hongshi (China),,,,,East Kalimantan,KALIMANTAN,,Active,0.765,117.76,1361.8,0.1555,1422.8,0.1624,1389.6,20307.5,13538.3,land_cover,partial_filter (0/6 layers),39.05,21.68,60.0,remote_captive,invest_substation,True,,True,,9.0,red,actual,best_pvout_fallback,,1.0,1.0,96.9,grid_connected_ipp,0.0,2.5917529999999998,105.067,256666.7,295019.2,0.583,True,440000.0,76.66,87.75,133.78,112.16,75.0,101.3,157.28,87.75,112.16,146.37,196.12,171.07,167.93,188.4,0.0,79.9,3632325890.0,0.1555,True,False,499.14,205.47,0.05,3.03,solar,87.75,39.1,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,86.59,129.88,147.2,diesel_peaking,39.1,False,75.04,19.0,False,not_competitive,False,False,False,False,False,False,False,0.12961485561845254,57.03053647211912,15.968550212193353,0.12961485561845254,0.03629215957316671,proportional,327,0.2997858672376874,True,327 MW solar planned in KALIMANTAN by 2030,1.16,22.0,-39.1,complete
semen-baturaja,Semen Baturaja,standalone,cement,clinker,3.85 MTPA,3850000.0,Integrated,Semen Indonesia Group,,,,,South Sumatra,SUMATERA,,Active,-4.116636,104.161351,1399.0,0.1597,1444.3,0.1649,,0.0,0.0,land_cover,provisional (no buildability filter),1.35,,180.0,remote_captive,invest_substation,False,,,,45.0,unknown,actual,,,,,,grid_connected_ipp,0.0,0.0,,,,,False,423500.0,74.63,85.41,130.22,93.32,75.0,82.87,136.73,85.41,93.32,127.53,177.28,171.07,167.93,86.8,0.0,0.0,,0.1597,True,False,,122.85,0.0,2.57,solar,85.41,35.4,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,86.79,104.15,121.51,mixed_dispatch,35.4,False,73.04,15.8,False,no_solar_resource,False,False,False,False,False,False,False,0.08246546346860628,34.92412377895476,13.969649511581904,0.08246546346860628,0.03298618538744252,proportional,660,0.589041095890411,True,660 MW solar planned in SUMATERA by 2030,0.77,30.6,-35.4,complete
sbi-tuban,SBI Tuban,standalone,cement,clinker,3.73 MTPA,3730000.0,Integrated,Semen Indonesia Group,,,,,East Java,JAVA_BALI,,Active,-6.816488,111.885383,1576.8,0.18,1623.5,0.1853,1581.3,2392.6,1595.1,land_cover,partial_filter (0/6 layers),0.75,3.91,12.0,remote_captive,grid_first,True,True,True,0.04,4.2,red,actual,substation_anchored,GI 150 kV Mliwang - KTT Holcim 1,1.0,1.0,78.06,grid_connected_ipp,0.0,0.03958332927126493,15.148,239341.7,275105.4,0.583,True,410300.0,66.21,75.78,115.54,92.04,75.0,82.49,131.68,75.78,92.04,126.25,176.0,171.07,167.93,99.5,0.0,79.8,286001430.0,0.18,True,False,211.5,104.55,0.118,4.54,solar,75.78,20.1,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,20.1,False,64.81,2.7,False,not_competitive,False,False,False,False,False,False,False,0.1008943014706845,41.39693189342184,19.870527308842487,0.1008943014706845,0.04842926470592856,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,16.7,-20.1,complete
indocement-palimanan,Indocement Palimanan,standalone,cement,clinker,3.62 MTPA,3620000.0,Integrated,Indocement / Heidelberg,,,,,West Java,JAVA_BALI,,Active,-6.7146,108.3981,1457.1,0.1663,1557.8,0.1778,1453.8,1452.9,968.6,land_cover,partial_filter (0/6 layers),6.28,6.86,120.0,remote_captive,invest_substation,True,,True,,30.0,red,actual,substation_anchored,GI 150 kV Arjawinangun Baru (120 MVA No.1 dan 2),0.417,0.416,82.0,grid_connected_ipp,0.4158408337518835,1.246062129583124,9.094,232283.3,266992.3,0.583,True,398200.0,71.81,82.19,125.32,101.07,75.0,90.69,144.19,82.19,101.07,135.28,185.04,171.07,167.93,114.3,0.0,77.0,185293180.0,0.166,False,False,,88.28,0.0,2.46,solar,82.19,30.3,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,30.3,False,70.29,11.4,False,not_competitive,False,False,False,False,False,False,False,0.1008943014706845,40.17611084562657,42.39954473282441,0.1008943014706845,0.10647801289006632,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,25.1,-30.3,complete
cemindo-gemilang-bayah,Cemindo Gemilang Bayah,standalone,cement,clinker,3.5 MTPA,3500000.0,Integrated,Cemindo Gemilang,,,,,Banten,JAVA_BALI,,Active,-6.954596,106.247008,1421.7,0.1623,1493.9,0.1705,1370.0,598.0,398.7,land_cover,partial_filter (0/6 layers),1.14,6.8,60.0,remote_captive,invest_substation,True,True,True,0.04,18.0,red,proxy_150kV,substation_anchored,GI 150 kV Bayah 1,0.4206,0.4053,81.24,grid_connected_ipp,0.0,0.2101161818181818,3.713,224583.3,258141.8,0.583,True,385000.0,73.43,84.05,128.15,107.17,75.0,96.15,152.93,84.05,107.17,141.38,191.14,171.07,167.93,114.0,0.0,76.4,75912480.0,0.1623,True,False,193.92,85.28,0.1287,4.7,solar,84.05,33.2,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,33.2,False,71.88,14.0,False,not_competitive,False,False,False,False,False,False,False,0.1008943014706845,38.844306066213534,46.11457625440659,0.1008943014706845,0.11977812014131584,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,27.6,-33.2,complete
sbi-cilacap,SBI Cilacap,standalone,cement,clinker,3.23 MTPA,3230000.0,Integrated,Semen Indonesia Group,,,,,Central Java,JAVA_BALI,,Active,-7.687489,109.022305,1517.7,0.1732,1555.3,0.1775,1512.2,255.8,170.5,land_cover,partial_filter (0/6 layers),0.39,2.8,18.0,remote_captive,grid_first,True,True,True,2.26,2.7,red,actual,substation_anchored,GI 150 kV Semen Nusantara 1,0.4857,0.484,70.25,grid_connected_ipp,0.0,0.0,1.791,207258.3,238228.0,0.583,True,355300.0,68.79,78.73,120.04,95.64,75.0,85.66,137.1,78.73,95.64,129.85,179.6,171.07,167.93,94.0,0.0,77.5,29240750.0,0.1733,True,False,301.42,88.95,0.0828,4.04,solar,78.73,24.8,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,24.8,False,67.33,6.7,False,not_competitive,False,False,False,False,False,False,False,0.1008943014706845,35.8477453125342,30.674400396427743,0.1008943014706845,0.0863338035362447,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,20.6,-24.8,complete
semen-imasco-asiatic-jember,Semen Imasco Asiatic Jember,standalone,cement,clinker,3.0 MTPA,3000000.0,Integrated,Hongshi (China),,,,,East Java,JAVA_BALI,,Active,-8.348729,113.49255,1600.5,0.1827,1685.2,0.1924,1631.5,851.4,567.6,land_cover,partial_filter (0/6 layers),0.67,18.09,60.0,remote_captive,invest_substation,True,False,True,39.07,21.0,red,actual,best_pvout_fallback,,1.0,1.0,61.86,grid_connected_ipp,0.0,0.0,6.957,192500.0,221264.4,0.583,True,330000.0,65.23,74.66,113.83,94.09,75.0,84.84,132.51,74.66,94.09,128.3,178.06,171.07,167.93,170.4,0.0,77.5,140708040.0,0.1827,True,False,499.14,80.85,0.05,3.18,solar,74.66,18.4,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,18.4,False,63.85,1.2,False,invest_resilience,False,False,False,False,False,True,False,0.1008943014706845,33.295119485325884,15.981657352956425,0.1008943014706845,0.04842926470592856,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,15.2,-18.4,complete
si-gresik-rembang,SI Gresik Rembang,standalone,cement,clinker,3.0 MTPA,3000000.0,Integrated,Semen Indonesia Group,,,,,Central Java,JAVA_BALI,,Active,-6.866206,111.458833,1448.3,0.1653,1604.5,0.1832,1478.3,2221.4,1480.9,land_cover,partial_filter (0/6 layers),0.52,7.17,3.0,remote_captive,grid_first,True,,True,,1.0,red,actual,substation_anchored,GI 150 kV Semen Indonesia,1.0,1.0,68.37,grid_connected_ipp,0.0,0.0,17.281,192500.0,221264.4,0.583,True,330000.0,72.09,82.51,125.79,99.74,75.0,89.53,142.15,82.51,99.74,133.95,183.7,171.07,167.93,115.8,0.0,80.0,289960220.0,0.1653,True,False,338.17,105.34,0.0738,3.92,solar,82.51,30.8,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,30.8,False,70.56,11.9,False,not_competitive,False,False,False,False,False,False,False,0.1008943014706845,33.295119485325884,15.981657352956425,0.1008943014706845,0.04842926470592856,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,25.6,-30.8,complete
semeru-surya-semen-kutai,Semeru Surya Semen Kutai,standalone,cement,clinker,3.0 MTPA,3000000.0,Grinding,Semeru Surya Semen,,,,,East Kalimantan,KALIMANTAN,,Active,-0.541619,117.146701,1240.6,0.1416,1377.1,0.1572,1244.8,25471.6,16981.1,land_cover,partial_filter (0/6 layers),4.49,1.48,9.0,remote_captive,grid_first,True,True,True,0.01,3.1,red,actual,substation_anchored,GI 150 kV Harapan Baru - Tengkawang 2,1.0,1.0,79.81,grid_connected_ipp,0.0,0.0,170.07,192500.0,221264.4,0.583,True,330000.0,84.15,96.32,146.85,115.8,75.0,103.68,166.16,96.32,115.8,150.01,199.76,171.07,167.93,87.4,0.0,80.0,2842636140.0,0.1416,True,False,471.78,269.71,0.0529,3.66,solar,96.32,52.7,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,86.59,129.88,147.2,diesel_peaking,52.7,False,82.37,30.6,False,not_competitive,False,False,False,False,False,False,False,0.1296148556184525,42.77290235408933,15.582200232775769,0.1296148556184525,0.047218788584168996,proportional,327,0.2997858672376874,True,327 MW solar planned in KALIMANTAN by 2030,1.16,29.7,-52.7,complete
indocement-kotabaru-tarjun,Indocement Kotabaru Tarjun,standalone,cement,clinker,2.6 MTPA,2600000.0,Integrated,Indocement / Heidelberg,,,,,South Kalimantan,KALIMANTAN,,Active,-3.271007,116.105835,1334.4,0.1523,1420.6,0.1622,1322.9,11341.0,7560.7,land_cover,partial_filter (0/6 layers),8.12,2.76,2.5,remote_captive,grid_first,True,True,True,29.84,0.9,red,actual,substation_anchored,GI 150 kV Batulicin,1.0,1.0,64.31,grid_connected_ipp,0.0,3.4741057342657347,90.132,166833.3,191762.5,0.583,True,286000.0,78.24,89.55,136.53,109.53,75.0,98.12,156.92,89.55,109.53,143.74,193.5,171.07,167.93,93.8,0.0,80.0,1314049660.0,0.1523,True,False,499.14,138.27,0.05,3.08,solar,89.55,42.0,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,86.59,129.88,147.2,diesel_peaking,42.0,False,76.58,21.4,False,not_competitive,False,False,False,False,False,False,False,0.12961485561845254,37.06984870687743,23.28799445951986,0.12961485561845254,0.08142655405426524,proportional,327,0.2997858672376874,True,327 MW solar planned in KALIMANTAN by 2030,1.16,23.6,-42.0,complete
semen-grobogan,Semen Grobogan,standalone,cement,clinker,2.5 MTPA,2500000.0,Integrated,Indocement / Heidelberg,,,,,Central Java,JAVA_BALI,,Active,-7.089975,110.622539,1528.6,0.1745,1579.7,0.1803,1516.5,1281.0,854.0,land_cover,partial_filter (0/6 layers),0.58,8.29,60.0,remote_captive,invest_substation,True,,True,,18.0,red,proxy_150kV,substation_anchored,GI 150 kV Semen Grobogan - SGB (KKTT),1.0,1.0,53.97,grid_connected_ipp,0.0,4.430716581818182,11.774,160416.7,184387.0,0.583,True,275000.0,68.3,78.17,119.18,97.53,75.0,87.58,138.87,78.17,97.53,131.74,181.5,171.07,167.93,121.4,0.0,78.3,170543800.0,0.1745,True,False,497.16,95.73,0.0502,3.63,solar,78.17,23.9,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,23.9,False,66.85,6.0,False,not_competitive,False,False,False,False,False,False,False,0.1008943014706845,27.745932904438234,16.90120855757502,0.1008943014706845,0.06145894020936371,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,19.9,-23.9,complete
semen-garuda-bekasi,Semen Garuda Bekasi,standalone,cement,clinker,2.5 MTPA,2500000.0,Integrated,Jui Shin Indonesia,,,,,West Java,JAVA_BALI,,Active,-6.460507,107.212892,1407.1,0.1606,1506.4,0.172,1404.9,5472.6,3648.4,land_cover,partial_filter (0/6 layers),0.88,2.16,60.0,remote_captive,invest_substation,True,False,True,7.61,18.0,red,proxy_150kV,substation_anchored,GI 150 kV Juishin,1.0,1.0,58.64,grid_connected_ipp,0.29111454545454546,4.076114363636363,47.965,160416.7,184387.0,0.583,True,275000.0,74.33,85.08,129.71,102.85,75.0,92.11,147.48,85.08,102.85,137.06,186.82,171.07,167.93,90.8,0.0,79.6,621687360.0,0.1603,False,False,,136.94,0.0,2.23,solar,85.08,34.9,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,34.9,False,72.76,15.3,False,not_competitive,False,False,False,False,False,False,False,0.1008943014706845,27.745932904438234,33.29511948532588,0.1008943014706845,0.12107316176482137,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,28.9,-34.9,complete
sbi-andalas-lhoknga,SBI Andalas Lhoknga,standalone,cement,clinker,1.84 MTPA,1840000.0,Integrated,Semen Indonesia Group,,,,,Aceh,SUMATERA,,Active,5.451139,95.246351,1410.0,0.161,1466.2,0.1674,,0.0,0.0,land_cover,provisional (no buildability filter),12.69,,18.0,remote_captive,grid_first,False,,,,4.5,unknown,actual,,,,,,grid_connected_ipp,0.0,0.0,,,,,False,202400.0,74.04,84.75,129.21,101.06,75.0,90.76,143.82,84.75,101.06,135.27,185.02,171.07,167.93,143.4,0.0,58.6,,0.161,True,False,253.63,68.87,0.0984,4.26,solar,84.75,34.4,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,86.79,104.15,121.51,mixed_dispatch,34.4,False,72.47,14.9,False,no_solar_resource,False,False,False,False,False,False,False,0.08246546346860627,16.69100980604591,8.372594569556476,0.08246546346860627,0.04136657396025927,proportional,660,0.589041095890411,True,660 MW solar planned in SUMATERA by 2030,0.77,29.7,-34.4,complete
semen-jawa-scg-sukabumi,Semen Jawa SCG Sukabumi,standalone,cement,clinker,1.8 MTPA,1800000.0,Integrated,Siam Cement Group,,,,,West Java,JAVA_BALI,,Active,-6.976314,106.861777,1370.2,0.1564,1491.4,0.1702,1362.1,2818.8,1879.2,land_cover,partial_filter (0/6 layers),0.4,4.54,60.0,remote_captive,invest_substation,True,,True,,18.0,red,proxy_150kV,substation_anchored,GI 150 kV Semen Jawa,1.0,1.0,43.36,grid_connected_ipp,0.0,5.517477070707071,33.971,115500.0,132758.6,0.583,True,198000.0,76.19,87.21,132.96,107.07,75.0,95.99,153.09,87.21,107.07,141.28,191.04,171.07,167.93,102.7,0.0,79.2,341826480.0,0.1564,True,False,499.14,84.84,0.05,3.1,solar,87.21,38.3,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,38.3,False,74.58,18.2,False,not_competitive,False,False,False,False,False,False,False,0.1008943014706845,19.97707169119553,23.972486029434638,0.1008943014706845,0.1210731617648214,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,31.7,-38.3,complete
semen-bosowa-banyuwangi,Semen Bosowa Banyuwangi,standalone,cement,clinker,1.8 MTPA,1800000.0,Grinding,Bosowa Corp,,,,,East Java,JAVA_BALI,,Active,-8.169003,114.391943,1615.5,0.1844,1721.7,0.1965,1427.9,937.0,624.7,land_cover,partial_filter (0/6 layers),4.45,5.83,3.0,remote_captive,grid_first,True,,True,,0.5,red,actual,substation_anchored,GI 150 kV Banyuwangi,0.4633,0.4095,36.77,grid_connected_ipp,0.0,0.0,13.037,115500.0,132758.6,0.583,True,198000.0,64.62,73.97,112.77,102.71,75.0,92.14,146.62,73.97,102.71,136.92,186.68,171.07,167.93,109.2,0.0,79.9,118130770.0,0.1844,True,False,219.89,70.23,0.1135,4.48,solar,73.97,17.3,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,17.3,False,63.25,0.3,False,invest_resilience,False,False,False,False,False,True,False,0.1008943014706845,19.97707169119553,9.588994411773855,0.1008943014706845,0.048429264705928565,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,14.3,-17.3,complete
cemindo-gemilang-ciwandan,Cemindo Gemilang Ciwandan,standalone,cement,clinker,1.75 MTPA,1750000.0,Grinding,Cemindo Gemilang,,,,,Banten,JAVA_BALI,,Active,-6.022556,105.960336,1384.1,0.158,1471.7,0.168,1394.7,1968.4,1312.3,land_cover,partial_filter (0/6 layers),1.09,0.47,60.0,remote_captive,invest_substation,True,True,True,7.13,18.0,red,proxy_150kV,substation_anchored,GI 150 kV Polyprima,0.8204,0.8267,41.72,grid_connected_ipp,0.0,0.0,24.079,112291.7,129070.9,0.583,True,192500.0,75.43,86.33,131.63,102.85,75.0,92.02,147.79,86.33,102.85,137.06,186.82,171.07,167.93,82.3,0.0,78.9,211542760.0,0.158,True,False,383.37,108.47,0.0651,3.81,solar,86.33,36.9,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,36.9,False,73.83,17.0,False,not_competitive,False,False,False,False,False,False,False,0.1008943014706845,19.422153033106767,23.29528203318825,0.1008943014706845,0.12101445212045844,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,30.6,-36.9,complete
conch-south-kalimantan,Conch South Kalimantan,standalone,cement,clinker,1.5 MTPA,1500000.0,Integrated,Anhui Conch (China),,,,,South Kalimantan,KALIMANTAN,,Active,-2.05,115.42,1307.1,0.1492,1376.0,0.1571,1314.3,12900.2,8600.1,land_cover,partial_filter (0/6 layers),16.48,4.85,12.0,remote_captive,grid_first,True,True,True,0.17,4.2,red,actual,substation_anchored,GI 150 kV Tanjung 1,1.0,1.0,37.87,grid_connected_ipp,0.0,6.6337305454545445,172.127,96250.0,110632.2,0.583,True,165000.0,79.87,91.42,139.38,111.17,75.0,99.68,158.86,91.42,111.17,145.38,195.14,171.07,167.93,104.2,0.0,80.0,1584138420.0,0.1492,True,False,,142.49,0.0,1.81,solar,91.42,44.9,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,86.59,129.88,147.2,diesel_peaking,44.9,False,78.18,23.9,False,not_competitive,False,False,False,False,False,False,False,0.1296148556184525,21.386451177044666,13.429039618600138,0.1296148556184525,0.0813881189006069,proportional,327,0.2997858672376874,True,327 MW solar planned in KALIMANTAN by 2030,1.16,25.3,-44.9,complete
cemindo-gemilang-batam,Cemindo Gemilang Batam,standalone,cement,clinker,1.2 MTPA,1200000.0,Grinding,Cemindo Gemilang,,,,,Riau Islands,SUMATERA,,Active,1.058643,104.135548,1308.9,0.1494,1376.0,0.1571,1322.0,9636.7,6424.5,land_cover,partial_filter (0/6 layers),0.49,4.47,60.0,remote_captive,invest_substation,True,True,True,6.68,21.0,yellow,actual,substation_anchored,GI 150 kV Tg. Kasam,1.0,1.0,30.26,grid_connected_ipp,0.5664452272727273,7.371696439393941,160.729,77000.0,88505.7,0.583,True,132000.0,80.01,91.57,139.62,110.33,75.0,98.92,157.76,91.57,110.33,144.54,194.3,171.07,167.93,102.3,0.0,79.8,1169901450.0,0.149,False,False,237.91,117.6,0.1049,4.36,solar,91.57,45.2,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,86.79,104.15,121.51,mixed_dispatch,45.2,False,78.31,24.1,False,not_competitive,False,False,False,False,False,False,False,0.08246546346860628,10.88544117785603,4.354176471142412,0.08246546346860628,0.03298618538744252,proportional,660,0.589041095890411,True,660 MW solar planned in SUMATERA by 2030,0.77,39.0,-45.2,complete
semen-bosowa-batam,Semen Bosowa Batam,standalone,cement,clinker,1.2 MTPA,1200000.0,Grinding,Bosowa Corp,,,,,Riau Islands,SUMATERA,,Active,1.058782,104.136023,1308.9,0.1494,1376.0,0.1571,1322.4,9808.8,6539.2,land_cover,partial_filter (0/6 layers),0.51,4.08,60.0,remote_captive,invest_substation,True,True,True,6.68,21.0,yellow,actual,substation_anchored,GI 150 kV Tg. Kasam,1.0,1.0,30.26,grid_connected_ipp,0.5664452272727273,7.371696439393941,163.599,77000.0,88505.7,0.583,True,132000.0,80.01,91.57,139.62,110.13,75.0,98.72,157.54,91.57,110.13,144.34,194.1,171.07,167.93,100.4,0.0,79.8,1178363840.0,0.149,False,False,251.33,117.5,0.0993,4.28,solar,91.57,45.2,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,86.79,104.15,121.51,mixed_dispatch,45.2,False,78.31,24.1,False,not_competitive,False,False,False,False,False,False,False,0.08246546346860628,10.88544117785603,4.354176471142412,0.08246546346860628,0.03298618538744252,proportional,660,0.589041095890411,True,660 MW solar planned in SUMATERA by 2030,0.77,39.0,-45.2,complete
semen-jakarta,Semen Jakarta,standalone,cement,clinker,1.0 MTPA,1000000.0,Grinding,Semen Jakarta,,,,,Banten,JAVA_BALI,,Active,-6.037574,105.985182,1361.8,0.1555,1471.0,0.1679,1416.9,1540.4,1026.9,land_cover,partial_filter (0/6 layers),2.54,3.09,60.0,remote_captive,invest_substation,True,True,True,8.83,18.0,yellow,proxy_150kV,substation_anchored,GI 150 kV Alindo,1.0,1.0,24.23,grid_connected_ipp,0.0,9.887906,32.958,64166.7,73754.8,0.583,True,110000.0,76.66,87.75,133.78,102.28,75.0,91.63,146.53,87.75,102.28,136.49,186.24,171.07,167.93,95.5,0.0,78.6,178783290.0,0.1555,True,False,499.14,109.13,0.05,3.58,solar,87.75,39.1,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,39.1,False,75.04,19.0,False,not_competitive,False,False,False,False,False,False,False,0.1008943014706845,11.098373161775294,13.318047794130353,0.1008943014706845,0.12107316176482139,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,32.5,-39.1,complete
