site_id,wacc_pct,scenario,cf_wind_used,wind_speed_ms,connection_cost_per_kw,effective_capex_usd_per_kw,lcoe_usd_mwh,lcoe_low_usd_mwh,lcoe_high_usd_mwh,is_capex_provisional,tech_id,lifetime_yr
kek-lido,4.0,within_boundary,0.0594,3.74,0.0,1650.0,271.06,218.1,353.44,False,TECH_WIND_ONSHORE,27
kek-lido,6.0,within_boundary,0.0594,3.74,0.0,1650.0,316.91,251.44,418.74,False,TECH_WIND_ONSHORE,27
kek-lido,8.0,within_boundary,0.0594,3.74,0.0,1650.0,366.85,287.77,489.87,False,TECH_WIND_ONSHORE,27
kek-lido,10.0,within_boundary,0.0594,3.74,0.0,1650.0,420.15,326.53,565.79,False,TECH_WIND_ONSHORE,27
kek-lido,12.0,within_boundary,0.0594,3.74,0.0,1650.0,476.11,367.23,645.49,False,TECH_WIND_ONSHORE,27
kek-lido,14.0,within_boundary,0.0594,3.74,0.0,1650.0,534.1,409.41,728.08,False,TECH_WIND_ONSHORE,27
kek-lido,16.0,within_boundary,0.0594,3.74,0.0,1650.0,593.62,452.69,812.85,False,TECH_WIND_ONSHORE,27
kek-lido,18.0,within_boundary,0.0594,3.74,0.0,1650.0,654.27,496.79,899.22,False,TECH_WIND_ONSHORE,27
kek-lido,20.0,within_boundary,0.0594,3.74,0.0,1650.0,715.72,541.49,986.74,False,TECH_WIND_ONSHORE,27
kek-lido,4.0,grid_connected_solar,0.2643,7.33,129.4,1824.4,65.53,53.63,84.05,False,TECH_WIND_ONSHORE,27
kek-lido,6.0,grid_connected_solar,0.2643,7.33,129.4,1824.4,76.92,62.21,99.81,False,TECH_WIND_ONSHORE,27
kek-lido,8.0,grid_connected_solar,0.2643,7.33,129.4,1824.4,89.34,71.56,116.98,False,TECH_WIND_ONSHORE,27
kek-lido,10.0,grid_connected_solar,0.2643,7.33,129.4,1824.4,102.58,81.54,135.31,False,TECH_WIND_ONSHORE,27
kek-lido,12.0,grid_connected_solar,0.2643,7.33,129.4,1824.4,116.49,92.02,154.55,False,TECH_WIND_ONSHORE,27
kek-lido,14.0,grid_connected_solar,0.2643,7.33,129.4,1824.4,130.9,102.87,174.49,False,TECH_WIND_ONSHORE,27
kek-lido,16.0,grid_connected_solar,0.2643,7.33,129.4,1824.4,145.69,114.02,194.96,False,TECH_WIND_ONSHORE,27
kek-lido,18.0,grid_connected_solar,0.2643,7.33,129.4,1824.4,160.76,125.37,215.81,False,TECH_WIND_ONSHORE,27
kek-lido,20.0,grid_connected_solar,0.2643,7.33,129.4,1824.4,176.03,136.87,236.94,False,TECH_WIND_ONSHORE,27
kek-tanjung-lesung,4.0,within_boundary,0.1643,5.2,0.0,1650.0,98.0,78.85,127.78,False,TECH_WIND_ONSHORE,27
kek-tanjung-lesung,6.0,within_boundary,0.1643,5.2,0.0,1650.0,114.57,90.9,151.39,False,TECH_WIND_ONSHORE,27
kek-tanjung-lesung,8.0,within_boundary,0.1643,5.2,0.0,1650.0,132.63,104.04,177.11,False,TECH_WIND_ONSHORE,27
kek-tanjung-lesung,10.0,within_boundary,0.1643,5.2,0.0,1650.0,151.9,118.05,204.55,False,TECH_WIND_ONSHORE,27
kek-tanjung-lesung,12.0,within_boundary,0.1643,5.2,0.0,1650.0,172.13,132.77,233.36,False,TECH_WIND_ONSHORE,27
kek-tanjung-lesung,14.0,within_boundary,0.1643,5.2,0.0,1650.0,193.1,148.01,263.23,False,TECH_WIND_ONSHORE,27
kek-tanjung-lesung,16.0,within_boundary,0.1643,5.2,0.0,1650.0,214.62,163.66,293.87,False,TECH_WIND_ONSHORE,27
kek-tanjung-lesung,18.0,within_boundary,0.1643,5.2,0.0,1650.0,236.54,179.61,325.1,False,TECH_WIND_ONSHORE,27
kek-tanjung-lesung,20.0,within_boundary,0.1643,5.2,0.0,1650.0,258.76,195.77,356.74,False,TECH_WIND_ONSHORE,27
kek-tanjung-lesung,4.0,grid_connected_solar,0.3869,10.35,238.4,1933.3,46.73,38.6,59.38,False,TECH_WIND_ONSHORE,27
kek-tanjung-lesung,6.0,grid_connected_solar,0.3869,10.35,238.4,1933.3,54.98,44.93,70.62,False,TECH_WIND_ONSHORE,27
kek-tanjung-lesung,8.0,grid_connected_solar,0.3869,10.35,238.4,1933.3,63.97,51.83,82.85,False,TECH_WIND_ONSHORE,27
kek-tanjung-lesung,10.0,grid_connected_solar,0.3869,10.35,238.4,1933.3,73.56,59.18,95.92,False,TECH_WIND_ONSHORE,27
kek-tanjung-lesung,12.0,grid_connected_solar,0.3869,10.35,238.4,1933.3,83.62,66.91,109.63,False,TECH_WIND_ONSHORE,27
kek-tanjung-lesung,14.0,grid_connected_solar,0.3869,10.35,238.4,1933.3,94.05,74.91,123.84,False,TECH_WIND_ONSHORE,27
kek-tanjung-lesung,16.0,grid_connected_solar,0.3869,10.35,238.4,1933.3,104.76,83.13,138.42,False,TECH_WIND_ONSHORE,27
kek-tanjung-lesung,18.0,grid_connected_solar,0.3869,10.35,238.4,1933.3,115.67,91.49,153.28,False,TECH_WIND_ONSHORE,27
kek-tanjung-lesung,20.0,grid_connected_solar,0.3869,10.35,238.4,1933.3,126.73,99.98,168.34,False,TECH_WIND_ONSHORE,27
kek-sei-mangkei,4.0,within_boundary,0.0,2.65,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
kek-sei-mangkei,6.0,within_boundary,0.0,2.65,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
kek-sei-mangkei,8.0,within_boundary,0.0,2.65,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
kek-sei-mangkei,10.0,within_boundary,0.0,2.65,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
kek-sei-mangkei,12.0,within_boundary,0.0,2.65,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
kek-sei-mangkei,14.0,within_boundary,0.0,2.65,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
kek-sei-mangkei,16.0,within_boundary,0.0,2.65,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
kek-sei-mangkei,18.0,within_boundary,0.0,2.65,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
kek-sei-mangkei,20.0,within_boundary,0.0,2.65,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
kek-sei-mangkei,4.0,grid_connected_solar,0.1308,4.73,155.6,1850.6,133.82,109.77,171.23,False,TECH_WIND_ONSHORE,27
kek-sei-mangkei,6.0,grid_connected_solar,0.1308,4.73,155.6,1850.6,157.17,127.44,203.41,False,TECH_WIND_ONSHORE,27
kek-sei-mangkei,8.0,grid_connected_solar,0.1308,4.73,155.6,1850.6,182.61,146.69,238.48,False,TECH_WIND_ONSHORE,27
kek-sei-mangkei,10.0,grid_connected_solar,0.1308,4.73,155.6,1850.6,209.76,167.24,275.89,False,TECH_WIND_ONSHORE,27
kek-sei-mangkei,12.0,grid_connected_solar,0.1308,4.73,155.6,1850.6,238.26,188.81,315.18,False,TECH_WIND_ONSHORE,27
kek-sei-mangkei,14.0,grid_connected_solar,0.1308,4.73,155.6,1850.6,267.8,211.17,355.89,False,TECH_WIND_ONSHORE,27
kek-sei-mangkei,16.0,grid_connected_solar,0.1308,4.73,155.6,1850.6,298.11,234.11,397.67,False,TECH_WIND_ONSHORE,27
kek-sei-mangkei,18.0,grid_connected_solar,0.1308,4.73,155.6,1850.6,329.0,257.49,440.24,False,TECH_WIND_ONSHORE,27
kek-sei-mangkei,20.0,grid_connected_solar,0.1308,4.73,155.6,1850.6,360.3,281.18,483.38,False,TECH_WIND_ONSHORE,27
semen-gresik-tuban,4.0,within_boundary,0.1005,4.29,0.0,1650.0,160.21,128.91,208.9,False,TECH_WIND_ONSHORE,27
semen-gresik-tuban,6.0,within_boundary,0.1005,4.29,0.0,1650.0,187.31,148.61,247.49,False,TECH_WIND_ONSHORE,27
semen-gresik-tuban,8.0,within_boundary,0.1005,4.29,0.0,1650.0,216.83,170.08,289.54,False,TECH_WIND_ONSHORE,27
semen-gresik-tuban,10.0,within_boundary,0.1005,4.29,0.0,1650.0,248.33,193.0,334.41,False,TECH_WIND_ONSHORE,27
semen-gresik-tuban,12.0,within_boundary,0.1005,4.29,0.0,1650.0,281.4,217.05,381.51,False,TECH_WIND_ONSHORE,27
semen-gresik-tuban,14.0,within_boundary,0.1005,4.29,0.0,1650.0,315.68,241.98,430.33,False,TECH_WIND_ONSHORE,27
semen-gresik-tuban,16.0,within_boundary,0.1005,4.29,0.0,1650.0,350.86,267.56,480.43,False,TECH_WIND_ONSHORE,27
semen-gresik-tuban,18.0,within_boundary,0.1005,4.29,0.0,1650.0,386.7,293.63,531.48,False,TECH_WIND_ONSHORE,27
semen-gresik-tuban,20.0,within_boundary,0.1005,4.29,0.0,1650.0,423.02,320.04,583.21,False,TECH_WIND_ONSHORE,27
semen-gresik-tuban,4.0,grid_connected_solar,0.2558,7.08,103.3,1798.3,67.0,54.7,86.13,False,TECH_WIND_ONSHORE,27
semen-gresik-tuban,6.0,grid_connected_solar,0.2558,7.08,103.3,1798.3,78.6,63.4,102.25,False,TECH_WIND_ONSHORE,27
semen-gresik-tuban,8.0,grid_connected_solar,0.2558,7.08,103.3,1798.3,91.24,72.88,119.81,False,TECH_WIND_ONSHORE,27
semen-gresik-tuban,10.0,grid_connected_solar,0.2558,7.08,103.3,1798.3,104.73,82.99,138.55,False,TECH_WIND_ONSHORE,27
semen-gresik-tuban,12.0,grid_connected_solar,0.2558,7.08,103.3,1798.3,118.89,93.61,158.23,False,TECH_WIND_ONSHORE,27
semen-gresik-tuban,14.0,grid_connected_solar,0.2558,7.08,103.3,1798.3,133.57,104.62,178.62,False,TECH_WIND_ONSHORE,27
semen-gresik-tuban,16.0,grid_connected_solar,0.2558,7.08,103.3,1798.3,148.64,115.91,199.54,False,TECH_WIND_ONSHORE,27
semen-gresik-tuban,18.0,grid_connected_solar,0.2558,7.08,103.3,1798.3,163.98,127.42,220.87,False,TECH_WIND_ONSHORE,27
semen-gresik-tuban,20.0,grid_connected_solar,0.2558,7.08,103.3,1798.3,179.54,139.08,242.47,False,TECH_WIND_ONSHORE,27
indocement-citeureup,4.0,within_boundary,0.05,3.16,0.0,1650.0,322.02,259.1,419.89,False,TECH_WIND_ONSHORE,27
indocement-citeureup,6.0,within_boundary,0.05,3.16,0.0,1650.0,376.48,298.71,497.46,False,TECH_WIND_ONSHORE,27
indocement-citeureup,8.0,within_boundary,0.05,3.16,0.0,1650.0,435.82,341.87,581.97,False,TECH_WIND_ONSHORE,27
indocement-citeureup,10.0,within_boundary,0.05,3.16,0.0,1650.0,499.14,387.92,672.16,False,TECH_WIND_ONSHORE,27
indocement-citeureup,12.0,within_boundary,0.05,3.16,0.0,1650.0,565.62,436.27,766.84,False,TECH_WIND_ONSHORE,27
indocement-citeureup,14.0,within_boundary,0.05,3.16,0.0,1650.0,634.52,486.37,864.96,False,TECH_WIND_ONSHORE,27
indocement-citeureup,16.0,within_boundary,0.05,3.16,0.0,1650.0,705.23,537.8,965.67,False,TECH_WIND_ONSHORE,27
indocement-citeureup,18.0,within_boundary,0.05,3.16,0.0,1650.0,777.27,590.19,1068.27,False,TECH_WIND_ONSHORE,27
indocement-citeureup,20.0,within_boundary,0.05,3.16,0.0,1650.0,850.27,643.29,1172.25,False,TECH_WIND_ONSHORE,27
indocement-citeureup,4.0,grid_connected_solar,0.1945,5.64,105.2,1800.2,88.18,72.01,113.34,False,TECH_WIND_ONSHORE,27
indocement-citeureup,6.0,grid_connected_solar,0.1945,5.64,105.2,1800.2,103.46,83.47,134.56,False,TECH_WIND_ONSHORE,27
indocement-citeureup,8.0,grid_connected_solar,0.1945,5.64,105.2,1800.2,120.1,95.95,157.67,False,TECH_WIND_ONSHORE,27
indocement-citeureup,10.0,grid_connected_solar,0.1945,5.64,105.2,1800.2,137.86,109.27,182.34,False,TECH_WIND_ONSHORE,27
indocement-citeureup,12.0,grid_connected_solar,0.1945,5.64,105.2,1800.2,156.51,123.25,208.23,False,TECH_WIND_ONSHORE,27
indocement-citeureup,14.0,grid_connected_solar,0.1945,5.64,105.2,1800.2,175.83,137.75,235.07,False,TECH_WIND_ONSHORE,27
indocement-citeureup,16.0,grid_connected_solar,0.1945,5.64,105.2,1800.2,195.66,152.62,262.61,False,TECH_WIND_ONSHORE,27
indocement-citeureup,18.0,grid_connected_solar,0.1945,5.64,105.2,1800.2,215.87,167.78,290.68,False,TECH_WIND_ONSHORE,27
indocement-citeureup,20.0,grid_connected_solar,0.1945,5.64,105.2,1800.2,236.35,183.14,319.12,False,TECH_WIND_ONSHORE,27
semen-padang-indarung,4.0,within_boundary,0.0,1.45,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-padang-indarung,6.0,within_boundary,0.0,1.45,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-padang-indarung,8.0,within_boundary,0.0,1.45,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-padang-indarung,10.0,within_boundary,0.0,1.45,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-padang-indarung,12.0,within_boundary,0.0,1.45,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-padang-indarung,14.0,within_boundary,0.0,1.45,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-padang-indarung,16.0,within_boundary,0.0,1.45,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-padang-indarung,18.0,within_boundary,0.0,1.45,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-padang-indarung,20.0,within_boundary,0.0,1.45,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-padang-indarung,4.0,grid_connected_solar,0.3671,9.68,82.0,1777.0,46.28,37.71,59.61,False,TECH_WIND_ONSHORE,27
semen-padang-indarung,6.0,grid_connected_solar,0.3671,9.68,82.0,1777.0,54.27,43.68,70.75,False,TECH_WIND_ONSHORE,27
semen-padang-indarung,8.0,grid_connected_solar,0.3671,9.68,82.0,1777.0,62.97,50.18,82.88,False,TECH_WIND_ONSHORE,27
semen-padang-indarung,10.0,grid_connected_solar,0.3671,9.68,82.0,1777.0,72.26,57.11,95.83,False,TECH_WIND_ONSHORE,27
semen-padang-indarung,12.0,grid_connected_solar,0.3671,9.68,82.0,1777.0,82.01,64.39,109.42,False,TECH_WIND_ONSHORE,27
semen-padang-indarung,14.0,grid_connected_solar,0.3671,9.68,82.0,1777.0,92.12,71.94,123.51,False,TECH_WIND_ONSHORE,27
semen-padang-indarung,16.0,grid_connected_solar,0.3671,9.68,82.0,1777.0,102.49,79.69,137.97,False,TECH_WIND_ONSHORE,27
semen-padang-indarung,18.0,grid_connected_solar,0.3671,9.68,82.0,1777.0,113.06,87.58,152.7,False,TECH_WIND_ONSHORE,27
semen-padang-indarung,20.0,grid_connected_solar,0.3671,9.68,82.0,1777.0,123.77,95.58,167.62,False,TECH_WIND_ONSHORE,27
semen-tonasa,4.0,within_boundary,0.0,2.93,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-tonasa,6.0,within_boundary,0.0,2.93,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-tonasa,8.0,within_boundary,0.0,2.93,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-tonasa,10.0,within_boundary,0.0,2.93,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-tonasa,12.0,within_boundary,0.0,2.93,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-tonasa,14.0,within_boundary,0.0,2.93,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-tonasa,16.0,within_boundary,0.0,2.93,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-tonasa,18.0,within_boundary,0.0,2.93,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-tonasa,20.0,within_boundary,0.0,2.93,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-tonasa,4.0,grid_connected_solar,0.4197,11.99,82.5,1777.5,40.49,32.99,52.15,False,TECH_WIND_ONSHORE,27
semen-tonasa,6.0,grid_connected_solar,0.4197,11.99,82.5,1777.5,47.48,38.21,61.89,False,TECH_WIND_ONSHORE,27
semen-tonasa,8.0,grid_connected_solar,0.4197,11.99,82.5,1777.5,55.09,43.9,72.5,False,TECH_WIND_ONSHORE,27
semen-tonasa,10.0,grid_connected_solar,0.4197,11.99,82.5,1777.5,63.22,49.97,83.83,False,TECH_WIND_ONSHORE,27
semen-tonasa,12.0,grid_connected_solar,0.4197,11.99,82.5,1777.5,71.75,56.34,95.72,False,TECH_WIND_ONSHORE,27
semen-tonasa,14.0,grid_connected_solar,0.4197,11.99,82.5,1777.5,80.59,62.94,108.04,False,TECH_WIND_ONSHORE,27
semen-tonasa,16.0,grid_connected_solar,0.4197,11.99,82.5,1777.5,89.66,69.72,120.69,False,TECH_WIND_ONSHORE,27
semen-tonasa,18.0,grid_connected_solar,0.4197,11.99,82.5,1777.5,98.91,76.62,133.58,False,TECH_WIND_ONSHORE,27
semen-tonasa,20.0,grid_connected_solar,0.4197,11.99,82.5,1777.5,108.28,83.62,146.64,False,TECH_WIND_ONSHORE,27
sbi-narogong,4.0,within_boundary,0.05,3.05,0.0,1650.0,322.02,259.1,419.89,False,TECH_WIND_ONSHORE,27
sbi-narogong,6.0,within_boundary,0.05,3.05,0.0,1650.0,376.48,298.71,497.46,False,TECH_WIND_ONSHORE,27
sbi-narogong,8.0,within_boundary,0.05,3.05,0.0,1650.0,435.82,341.87,581.97,False,TECH_WIND_ONSHORE,27
sbi-narogong,10.0,within_boundary,0.05,3.05,0.0,1650.0,499.14,387.92,672.16,False,TECH_WIND_ONSHORE,27
sbi-narogong,12.0,within_boundary,0.05,3.05,0.0,1650.0,565.62,436.27,766.84,False,TECH_WIND_ONSHORE,27
sbi-narogong,14.0,within_boundary,0.05,3.05,0.0,1650.0,634.52,486.37,864.96,False,TECH_WIND_ONSHORE,27
sbi-narogong,16.0,within_boundary,0.05,3.05,0.0,1650.0,705.23,537.8,965.67,False,TECH_WIND_ONSHORE,27
sbi-narogong,18.0,within_boundary,0.05,3.05,0.0,1650.0,777.27,590.19,1068.27,False,TECH_WIND_ONSHORE,27
sbi-narogong,20.0,within_boundary,0.05,3.05,0.0,1650.0,850.27,643.29,1172.25,False,TECH_WIND_ONSHORE,27
sbi-narogong,4.0,grid_connected_solar,0.1945,5.64,95.5,1790.5,87.83,71.66,112.99,False,TECH_WIND_ONSHORE,27
sbi-narogong,6.0,grid_connected_solar,0.1945,5.64,95.5,1790.5,103.02,83.03,134.12,False,TECH_WIND_ONSHORE,27
sbi-narogong,8.0,grid_connected_solar,0.1945,5.64,95.5,1790.5,119.58,95.42,157.15,False,TECH_WIND_ONSHORE,27
sbi-narogong,10.0,grid_connected_solar,0.1945,5.64,95.5,1790.5,137.24,108.65,181.72,False,TECH_WIND_ONSHORE,27
sbi-narogong,12.0,grid_connected_solar,0.1945,5.64,95.5,1790.5,155.79,122.53,207.51,False,TECH_WIND_ONSHORE,27
sbi-narogong,14.0,grid_connected_solar,0.1945,5.64,95.5,1790.5,175.01,136.92,234.25,False,TECH_WIND_ONSHORE,27
sbi-narogong,16.0,grid_connected_solar,0.1945,5.64,95.5,1790.5,194.73,151.69,261.68,False,TECH_WIND_ONSHORE,27
sbi-narogong,18.0,grid_connected_solar,0.1945,5.64,95.5,1790.5,214.83,166.74,289.64,False,TECH_WIND_ONSHORE,27
sbi-narogong,20.0,grid_connected_solar,0.1945,5.64,95.5,1790.5,235.19,181.98,317.96,False,TECH_WIND_ONSHORE,27
conch-cement-serang,4.0,within_boundary,0.0528,3.66,0.0,1650.0,304.94,245.36,397.62,False,TECH_WIND_ONSHORE,27
conch-cement-serang,6.0,within_boundary,0.0528,3.66,0.0,1650.0,356.52,282.87,471.08,False,TECH_WIND_ONSHORE,27
conch-cement-serang,8.0,within_boundary,0.0528,3.66,0.0,1650.0,412.71,323.74,551.11,False,TECH_WIND_ONSHORE,27
conch-cement-serang,10.0,within_boundary,0.0528,3.66,0.0,1650.0,472.67,367.35,636.51,False,TECH_WIND_ONSHORE,27
conch-cement-serang,12.0,within_boundary,0.0528,3.66,0.0,1650.0,535.63,413.13,726.17,False,TECH_WIND_ONSHORE,27
conch-cement-serang,14.0,within_boundary,0.0528,3.66,0.0,1650.0,600.87,460.58,819.09,False,TECH_WIND_ONSHORE,27
conch-cement-serang,16.0,within_boundary,0.0528,3.66,0.0,1650.0,667.83,509.28,914.46,False,TECH_WIND_ONSHORE,27
conch-cement-serang,18.0,within_boundary,0.0528,3.66,0.0,1650.0,736.05,558.89,1011.62,False,TECH_WIND_ONSHORE,27
conch-cement-serang,20.0,within_boundary,0.0528,3.66,0.0,1650.0,805.18,609.17,1110.09,False,TECH_WIND_ONSHORE,27
conch-cement-serang,4.0,grid_connected_solar,0.2311,6.33,93.3,1788.3,73.85,60.24,95.03,False,TECH_WIND_ONSHORE,27
conch-cement-serang,6.0,grid_connected_solar,0.2311,6.33,93.3,1788.3,86.63,69.8,112.8,False,TECH_WIND_ONSHORE,27
conch-cement-serang,8.0,grid_connected_solar,0.2311,6.33,93.3,1788.3,100.54,80.21,132.16,False,TECH_WIND_ONSHORE,27
conch-cement-serang,10.0,grid_connected_solar,0.2311,6.33,93.3,1788.3,115.39,91.32,152.82,False,TECH_WIND_ONSHORE,27
conch-cement-serang,12.0,grid_connected_solar,0.2311,6.33,93.3,1788.3,130.98,102.99,174.51,False,TECH_WIND_ONSHORE,27
conch-cement-serang,14.0,grid_connected_solar,0.2311,6.33,93.3,1788.3,147.13,115.08,196.99,False,TECH_WIND_ONSHORE,27
conch-cement-serang,16.0,grid_connected_solar,0.2311,6.33,93.3,1788.3,163.71,127.49,220.06,False,TECH_WIND_ONSHORE,27
conch-cement-serang,18.0,grid_connected_solar,0.2311,6.33,93.3,1788.3,180.61,140.13,243.57,False,TECH_WIND_ONSHORE,27
conch-cement-serang,20.0,grid_connected_solar,0.2311,6.33,93.3,1788.3,197.73,152.94,267.39,False,TECH_WIND_ONSHORE,27
conch-cement-north-sulawesi,4.0,within_boundary,0.103,4.33,0.0,1650.0,156.32,125.78,203.83,False,TECH_WIND_ONSHORE,27
conch-cement-north-sulawesi,6.0,within_boundary,0.103,4.33,0.0,1650.0,182.76,145.01,241.49,False,TECH_WIND_ONSHORE,27
conch-cement-north-sulawesi,8.0,within_boundary,0.103,4.33,0.0,1650.0,211.56,165.95,282.51,False,TECH_WIND_ONSHORE,27
conch-cement-north-sulawesi,10.0,within_boundary,0.103,4.33,0.0,1650.0,242.3,188.31,326.29,False,TECH_WIND_ONSHORE,27
conch-cement-north-sulawesi,12.0,within_boundary,0.103,4.33,0.0,1650.0,274.57,211.78,372.25,False,TECH_WIND_ONSHORE,27
conch-cement-north-sulawesi,14.0,within_boundary,0.103,4.33,0.0,1650.0,308.02,236.1,419.88,False,TECH_WIND_ONSHORE,27
conch-cement-north-sulawesi,16.0,within_boundary,0.103,4.33,0.0,1650.0,342.34,261.07,468.77,False,TECH_WIND_ONSHORE,27
conch-cement-north-sulawesi,18.0,within_boundary,0.103,4.33,0.0,1650.0,377.31,286.5,518.58,False,TECH_WIND_ONSHORE,27
conch-cement-north-sulawesi,20.0,within_boundary,0.103,4.33,0.0,1650.0,412.75,312.28,569.05,False,TECH_WIND_ONSHORE,27
conch-cement-north-sulawesi,4.0,grid_connected_solar,0.3647,9.62,279.6,1974.6,50.37,41.74,63.79,False,TECH_WIND_ONSHORE,27
conch-cement-north-sulawesi,6.0,grid_connected_solar,0.3647,9.62,279.6,1974.6,59.31,48.64,75.89,False,TECH_WIND_ONSHORE,27
conch-cement-north-sulawesi,8.0,grid_connected_solar,0.3647,9.62,279.6,1974.6,69.04,56.16,89.08,False,TECH_WIND_ONSHORE,27
conch-cement-north-sulawesi,10.0,grid_connected_solar,0.3647,9.62,279.6,1974.6,79.43,64.18,103.15,False,TECH_WIND_ONSHORE,27
conch-cement-north-sulawesi,12.0,grid_connected_solar,0.3647,9.62,279.6,1974.6,90.34,72.6,117.92,False,TECH_WIND_ONSHORE,27
conch-cement-north-sulawesi,14.0,grid_connected_solar,0.3647,9.62,279.6,1974.6,101.64,81.33,133.24,False,TECH_WIND_ONSHORE,27
conch-cement-north-sulawesi,16.0,grid_connected_solar,0.3647,9.62,279.6,1974.6,113.24,90.29,148.95,False,TECH_WIND_ONSHORE,27
conch-cement-north-sulawesi,18.0,grid_connected_solar,0.3647,9.62,279.6,1974.6,125.06,99.42,164.96,False,TECH_WIND_ONSHORE,27
conch-cement-north-sulawesi,20.0,grid_connected_solar,0.3647,9.62,279.6,1974.6,137.04,108.66,181.18,False,TECH_WIND_ONSHORE,27
semen-bosowa-maros,4.0,within_boundary,0.0,2.65,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-bosowa-maros,6.0,within_boundary,0.0,2.65,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-bosowa-maros,8.0,within_boundary,0.0,2.65,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-bosowa-maros,10.0,within_boundary,0.0,2.65,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-bosowa-maros,12.0,within_boundary,0.0,2.65,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-bosowa-maros,14.0,within_boundary,0.0,2.65,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-bosowa-maros,16.0,within_boundary,0.0,2.65,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-bosowa-maros,18.0,within_boundary,0.0,2.65,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-bosowa-maros,20.0,within_boundary,0.0,2.65,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-bosowa-maros,4.0,grid_connected_solar,0.4197,11.99,93.8,1788.8,40.67,33.18,52.33,False,TECH_WIND_ONSHORE,27
semen-bosowa-maros,6.0,grid_connected_solar,0.4197,11.99,93.8,1788.8,47.71,38.44,62.12,False,TECH_WIND_ONSHORE,27
semen-bosowa-maros,8.0,grid_connected_solar,0.4197,11.99,93.8,1788.8,55.37,44.18,72.78,False,TECH_WIND_ONSHORE,27
semen-bosowa-maros,10.0,grid_connected_solar,0.4197,11.99,93.8,1788.8,63.55,50.3,84.16,False,TECH_WIND_ONSHORE,27
semen-bosowa-maros,12.0,grid_connected_solar,0.4197,11.99,93.8,1788.8,72.14,56.73,96.11,False,TECH_WIND_ONSHORE,27
semen-bosowa-maros,14.0,grid_connected_solar,0.4197,11.99,93.8,1788.8,81.04,63.39,108.49,False,TECH_WIND_ONSHORE,27
semen-bosowa-maros,16.0,grid_connected_solar,0.4197,11.99,93.8,1788.8,90.17,70.22,121.2,False,TECH_WIND_ONSHORE,27
semen-bosowa-maros,18.0,grid_connected_solar,0.4197,11.99,93.8,1788.8,99.47,77.19,134.14,False,TECH_WIND_ONSHORE,27
semen-bosowa-maros,20.0,grid_connected_solar,0.4197,11.99,93.8,1788.8,108.9,84.24,147.26,False,TECH_WIND_ONSHORE,27
red-lion-hongshi-tonga,4.0,within_boundary,0.05,3.03,0.0,1650.0,322.02,259.1,419.89,False,TECH_WIND_ONSHORE,27
red-lion-hongshi-tonga,6.0,within_boundary,0.05,3.03,0.0,1650.0,376.48,298.71,497.46,False,TECH_WIND_ONSHORE,27
red-lion-hongshi-tonga,8.0,within_boundary,0.05,3.03,0.0,1650.0,435.82,341.87,581.97,False,TECH_WIND_ONSHORE,27
red-lion-hongshi-tonga,10.0,within_boundary,0.05,3.03,0.0,1650.0,499.14,387.92,672.16,False,TECH_WIND_ONSHORE,27
