site_id,wacc_pct,scenario,cf_wind_used,wind_speed_ms,connection_cost_per_kw,effective_capex_usd_per_kw,lcoe_usd_mwh,lcoe_low_usd_mwh,lcoe_high_usd_mwh,is_capex_provisional,tech_id,lifetime_yr
kek-morotai,16.0,grid_connected_solar,0.2218,6.06,929.9,2624.9,240.75,203.0,299.46,False,TECH_WIND_ONSHORE,27
kek-morotai,18.0,grid_connected_solar,0.2218,6.06,929.9,2624.9,266.58,224.41,332.18,False,TECH_WIND_ONSHORE,27
kek-morotai,20.0,grid_connected_solar,0.2218,6.06,929.9,2624.9,292.76,246.1,365.35,False,TECH_WIND_ONSHORE,27
kek-gresik,4.0,within_boundary,0.0821,4.03,0.0,1650.0,196.11,157.8,255.72,False,TECH_WIND_ONSHORE,27
kek-gresik,6.0,within_boundary,0.0821,4.03,0.0,1650.0,229.28,181.92,302.96,False,TECH_WIND_ONSHORE,27
kek-gresik,8.0,within_boundary,0.0821,4.03,0.0,1650.0,265.42,208.2,354.43,False,TECH_WIND_ONSHORE,27
kek-gresik,10.0,within_boundary,0.0821,4.03,0.0,1650.0,303.99,236.25,409.35,False,TECH_WIND_ONSHORE,27
kek-gresik,12.0,within_boundary,0.0821,4.03,0.0,1650.0,344.47,265.69,467.01,False,TECH_WIND_ONSHORE,27
kek-gresik,14.0,within_boundary,0.0821,4.03,0.0,1650.0,386.43,296.21,526.77,False,TECH_WIND_ONSHORE,27
kek-gresik,16.0,within_boundary,0.0821,4.03,0.0,1650.0,429.49,327.53,588.11,False,TECH_WIND_ONSHORE,27
kek-gresik,18.0,within_boundary,0.0821,4.03,0.0,1650.0,473.37,359.43,650.59,False,TECH_WIND_ONSHORE,27
kek-gresik,20.0,within_boundary,0.0821,4.03,0.0,1650.0,517.83,391.77,713.92,False,TECH_WIND_ONSHORE,27
kek-gresik,4.0,grid_connected_solar,0.1498,5.0,97.8,1792.8,114.14,93.14,146.81,False,TECH_WIND_ONSHORE,27
kek-gresik,6.0,grid_connected_solar,0.1498,5.0,97.8,1792.8,133.9,107.94,174.28,False,TECH_WIND_ONSHORE,27
kek-gresik,8.0,grid_connected_solar,0.1498,5.0,97.8,1792.8,155.42,124.06,204.2,False,TECH_WIND_ONSHORE,27
kek-gresik,10.0,grid_connected_solar,0.1498,5.0,97.8,1792.8,178.38,141.26,236.13,False,TECH_WIND_ONSHORE,27
kek-gresik,12.0,grid_connected_solar,0.1498,5.0,97.8,1792.8,202.49,159.31,269.65,False,TECH_WIND_ONSHORE,27
kek-gresik,14.0,grid_connected_solar,0.1498,5.0,97.8,1792.8,227.47,178.03,304.39,False,TECH_WIND_ONSHORE,27
kek-gresik,16.0,grid_connected_solar,0.1498,5.0,97.8,1792.8,253.12,197.23,340.05,False,TECH_WIND_ONSHORE,27
kek-gresik,18.0,grid_connected_solar,0.1498,5.0,97.8,1792.8,279.24,216.8,376.37,False,TECH_WIND_ONSHORE,27
kek-gresik,20.0,grid_connected_solar,0.1498,5.0,97.8,1792.8,305.72,236.63,413.19,False,TECH_WIND_ONSHORE,27
kek-likupang,4.0,within_boundary,0.0868,4.1,0.0,1650.0,185.49,149.25,241.87,False,TECH_WIND_ONSHORE,27
kek-likupang,6.0,within_boundary,0.0868,4.1,0.0,1650.0,216.87,172.07,286.56,False,TECH_WIND_ONSHORE,27
kek-likupang,8.0,within_boundary,0.0868,4.1,0.0,1650.0,251.05,196.93,335.24,False,TECH_WIND_ONSHORE,27
kek-likupang,10.0,within_boundary,0.0868,4.1,0.0,1650.0,287.53,223.46,387.19,False,TECH_WIND_ONSHORE,27
kek-likupang,12.0,within_boundary,0.0868,4.1,0.0,1650.0,325.82,251.31,441.73,False,TECH_WIND_ONSHORE,27
kek-likupang,14.0,within_boundary,0.0868,4.1,0.0,1650.0,365.5,280.17,498.25,False,TECH_WIND_ONSHORE,27
kek-likupang,16.0,within_boundary,0.0868,4.1,0.0,1650.0,406.24,309.79,556.26,False,TECH_WIND_ONSHORE,27
kek-likupang,18.0,within_boundary,0.0868,4.1,0.0,1650.0,447.73,339.97,615.36,False,TECH_WIND_ONSHORE,27
kek-likupang,20.0,within_boundary,0.0868,4.1,0.0,1650.0,489.79,370.56,675.26,False,TECH_WIND_ONSHORE,27
kek-likupang,4.0,grid_connected_solar,0.3769,9.92,95.3,1790.3,45.32,36.98,58.31,False,TECH_WIND_ONSHORE,27
kek-likupang,6.0,grid_connected_solar,0.3769,9.92,95.3,1790.3,53.16,42.85,69.21,False,TECH_WIND_ONSHORE,27
kek-likupang,8.0,grid_connected_solar,0.3769,9.92,95.3,1790.3,61.7,49.24,81.09,False,TECH_WIND_ONSHORE,27
kek-likupang,10.0,grid_connected_solar,0.3769,9.92,95.3,1790.3,70.82,56.06,93.77,False,TECH_WIND_ONSHORE,27
kek-likupang,12.0,grid_connected_solar,0.3769,9.92,95.3,1790.3,80.39,63.23,107.08,False,TECH_WIND_ONSHORE,27
kek-likupang,14.0,grid_connected_solar,0.3769,9.92,95.3,1790.3,90.31,70.65,120.88,False,TECH_WIND_ONSHORE,27
kek-likupang,16.0,grid_connected_solar,0.3769,9.92,95.3,1790.3,100.48,78.27,135.03,False,TECH_WIND_ONSHORE,27
kek-likupang,18.0,grid_connected_solar,0.3769,9.92,95.3,1790.3,110.85,86.04,149.46,False,TECH_WIND_ONSHORE,27
kek-likupang,20.0,grid_connected_solar,0.3769,9.92,95.3,1790.3,121.36,93.9,164.08,False,TECH_WIND_ONSHORE,27
kek-bitung,4.0,within_boundary,0.05,3.0,0.0,1650.0,322.02,259.1,419.89,False,TECH_WIND_ONSHORE,27
kek-bitung,6.0,within_boundary,0.05,3.0,0.0,1650.0,376.48,298.71,497.46,False,TECH_WIND_ONSHORE,27
kek-bitung,8.0,within_boundary,0.05,3.0,0.0,1650.0,435.82,341.87,581.97,False,TECH_WIND_ONSHORE,27
kek-bitung,10.0,within_boundary,0.05,3.0,0.0,1650.0,499.14,387.92,672.16,False,TECH_WIND_ONSHORE,27
kek-bitung,12.0,within_boundary,0.05,3.0,0.0,1650.0,565.62,436.27,766.84,False,TECH_WIND_ONSHORE,27
kek-bitung,14.0,within_boundary,0.05,3.0,0.0,1650.0,634.52,486.37,864.96,False,TECH_WIND_ONSHORE,27
kek-bitung,16.0,within_boundary,0.05,3.0,0.0,1650.0,705.23,537.8,965.67,False,TECH_WIND_ONSHORE,27
kek-bitung,18.0,within_boundary,0.05,3.0,0.0,1650.0,777.27,590.19,1068.27,False,TECH_WIND_ONSHORE,27
kek-bitung,20.0,within_boundary,0.05,3.0,0.0,1650.0,850.27,643.29,1172.25,False,TECH_WIND_ONSHORE,27
kek-bitung,4.0,grid_connected_solar,0.3769,9.92,108.5,1803.5,45.57,37.22,58.55,False,TECH_WIND_ONSHORE,27
kek-bitung,6.0,grid_connected_solar,0.3769,9.92,108.5,1803.5,53.46,43.15,69.51,False,TECH_WIND_ONSHORE,27
kek-bitung,8.0,grid_connected_solar,0.3769,9.92,108.5,1803.5,62.07,49.6,81.46,False,TECH_WIND_ONSHORE,27
kek-bitung,10.0,grid_connected_solar,0.3769,9.92,108.5,1803.5,71.25,56.49,94.2,False,TECH_WIND_ONSHORE,27
kek-bitung,12.0,grid_connected_solar,0.3769,9.92,108.5,1803.5,80.89,63.73,107.58,False,TECH_WIND_ONSHORE,27
kek-bitung,14.0,grid_connected_solar,0.3769,9.92,108.5,1803.5,90.88,71.22,121.45,False,TECH_WIND_ONSHORE,27
kek-bitung,16.0,grid_connected_solar,0.3769,9.92,108.5,1803.5,101.13,78.92,135.68,False,TECH_WIND_ONSHORE,27
kek-bitung,18.0,grid_connected_solar,0.3769,9.92,108.5,1803.5,111.58,86.76,150.18,False,TECH_WIND_ONSHORE,27
kek-bitung,20.0,grid_connected_solar,0.3769,9.92,108.5,1803.5,122.16,94.7,164.88,False,TECH_WIND_ONSHORE,27
kek-palu,4.0,within_boundary,0.0,2.66,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
kek-palu,6.0,within_boundary,0.0,2.66,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
kek-palu,8.0,within_boundary,0.0,2.66,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
kek-palu,10.0,within_boundary,0.0,2.66,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
kek-palu,12.0,within_boundary,0.0,2.66,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
kek-palu,14.0,within_boundary,0.0,2.66,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
kek-palu,16.0,within_boundary,0.0,2.66,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
kek-palu,18.0,within_boundary,0.0,2.66,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
kek-palu,20.0,within_boundary,0.0,2.66,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
kek-palu,4.0,grid_connected_solar,0.2258,6.17,87.0,1782.0,75.39,61.46,97.06,False,TECH_WIND_ONSHORE,27
kek-palu,6.0,grid_connected_solar,0.2258,6.17,87.0,1782.0,88.42,71.2,115.21,False,TECH_WIND_ONSHORE,27
kek-palu,8.0,grid_connected_solar,0.2258,6.17,87.0,1782.0,102.61,81.8,134.97,False,TECH_WIND_ONSHORE,27
kek-palu,10.0,grid_connected_solar,0.2258,6.17,87.0,1782.0,117.75,93.12,156.06,False,TECH_WIND_ONSHORE,27
kek-palu,12.0,grid_connected_solar,0.2258,6.17,87.0,1782.0,133.65,105.0,178.2,False,TECH_WIND_ONSHORE,27
kek-palu,14.0,grid_connected_solar,0.2258,6.17,87.0,1782.0,150.12,117.32,201.15,False,TECH_WIND_ONSHORE,27
kek-palu,16.0,grid_connected_solar,0.2258,6.17,87.0,1782.0,167.03,129.96,224.7,False,TECH_WIND_ONSHORE,27
kek-palu,18.0,grid_connected_solar,0.2258,6.17,87.0,1782.0,184.26,142.84,248.7,False,TECH_WIND_ONSHORE,27
kek-palu,20.0,grid_connected_solar,0.2258,6.17,87.0,1782.0,201.72,155.89,273.02,False,TECH_WIND_ONSHORE,27
kek-kura-kura,4.0,within_boundary,0.0582,3.73,0.0,1650.0,276.65,222.6,360.73,False,TECH_WIND_ONSHORE,27
kek-kura-kura,6.0,within_boundary,0.0582,3.73,0.0,1650.0,323.44,256.63,427.37,False,TECH_WIND_ONSHORE,27
kek-kura-kura,8.0,within_boundary,0.0582,3.73,0.0,1650.0,374.42,293.7,499.97,False,TECH_WIND_ONSHORE,27
kek-kura-kura,10.0,within_boundary,0.0582,3.73,0.0,1650.0,428.82,333.27,577.46,False,TECH_WIND_ONSHORE,27
kek-kura-kura,12.0,within_boundary,0.0582,3.73,0.0,1650.0,485.93,374.8,658.79,False,TECH_WIND_ONSHORE,27
kek-kura-kura,14.0,within_boundary,0.0582,3.73,0.0,1650.0,545.12,417.85,743.09,False,TECH_WIND_ONSHORE,27
kek-kura-kura,16.0,within_boundary,0.0582,3.73,0.0,1650.0,605.86,462.03,829.61,False,TECH_WIND_ONSHORE,27
kek-kura-kura,18.0,within_boundary,0.0582,3.73,0.0,1650.0,667.76,507.04,917.76,False,TECH_WIND_ONSHORE,27
kek-kura-kura,20.0,within_boundary,0.0582,3.73,0.0,1650.0,730.48,552.65,1007.09,False,TECH_WIND_ONSHORE,27
kek-kura-kura,4.0,grid_connected_solar,0.2928,7.96,96.1,1791.1,58.36,47.61,75.07,False,TECH_WIND_ONSHORE,27
kek-kura-kura,6.0,grid_connected_solar,0.2928,7.96,96.1,1791.1,68.45,55.17,89.11,False,TECH_WIND_ONSHORE,27
kek-kura-kura,8.0,grid_connected_solar,0.2928,7.96,96.1,1791.1,79.45,63.41,104.41,False,TECH_WIND_ONSHORE,27
kek-kura-kura,10.0,grid_connected_solar,0.2928,7.96,96.1,1791.1,91.19,72.2,120.74,False,TECH_WIND_ONSHORE,27
kek-kura-kura,12.0,grid_connected_solar,0.2928,7.96,96.1,1791.1,103.51,81.43,137.88,False,TECH_WIND_ONSHORE,27
kek-kura-kura,14.0,grid_connected_solar,0.2928,7.96,96.1,1791.1,116.29,90.99,155.64,False,TECH_WIND_ONSHORE,27
kek-kura-kura,16.0,grid_connected_solar,0.2928,7.96,96.1,1791.1,129.39,100.8,173.87,False,TECH_WIND_ONSHORE,27
kek-kura-kura,18.0,grid_connected_solar,0.2928,7.96,96.1,1791.1,142.75,110.8,192.44,False,TECH_WIND_ONSHORE,27
kek-kura-kura,20.0,grid_connected_solar,0.2928,7.96,96.1,1791.1,156.28,120.93,211.26,False,TECH_WIND_ONSHORE,27
kek-galang-batang,4.0,within_boundary,0.1056,4.37,0.0,1650.0,152.47,122.68,198.81,False,TECH_WIND_ONSHORE,27
kek-galang-batang,6.0,within_boundary,0.1056,4.37,0.0,1650.0,178.26,141.44,235.54,False,TECH_WIND_ONSHORE,27
kek-galang-batang,8.0,within_boundary,0.1056,4.37,0.0,1650.0,206.35,161.87,275.55,False,TECH_WIND_ONSHORE,27
kek-galang-batang,10.0,within_boundary,0.1056,4.37,0.0,1650.0,236.34,183.67,318.26,False,TECH_WIND_ONSHORE,27
kek-galang-batang,12.0,within_boundary,0.1056,4.37,0.0,1650.0,267.81,206.57,363.09,False,TECH_WIND_ONSHORE,27
kek-galang-batang,14.0,within_boundary,0.1056,4.37,0.0,1650.0,300.43,230.29,409.55,False,TECH_WIND_ONSHORE,27
kek-galang-batang,16.0,within_boundary,0.1056,4.37,0.0,1650.0,333.91,254.64,457.23,False,TECH_WIND_ONSHORE,27
kek-galang-batang,18.0,within_boundary,0.1056,4.37,0.0,1650.0,368.02,279.45,505.81,False,TECH_WIND_ONSHORE,27
kek-galang-batang,20.0,within_boundary,0.1056,4.37,0.0,1650.0,402.59,304.59,555.04,False,TECH_WIND_ONSHORE,27
kek-galang-batang,4.0,grid_connected_solar,0.2277,6.23,93.4,1788.4,74.96,61.14,96.45,False,TECH_WIND_ONSHORE,27
kek-galang-batang,6.0,grid_connected_solar,0.2277,6.23,93.4,1788.4,87.92,70.85,114.49,False,TECH_WIND_ONSHORE,27
kek-galang-batang,8.0,grid_connected_solar,0.2277,6.23,93.4,1788.4,102.05,81.41,134.14,False,TECH_WIND_ONSHORE,27
kek-galang-batang,10.0,grid_connected_solar,0.2277,6.23,93.4,1788.4,117.12,92.69,155.11,False,TECH_WIND_ONSHORE,27
kek-galang-batang,12.0,grid_connected_solar,0.2277,6.23,93.4,1788.4,132.94,104.53,177.12,False,TECH_WIND_ONSHORE,27
kek-galang-batang,14.0,grid_connected_solar,0.2277,6.23,93.4,1788.4,149.34,116.81,199.94,False,TECH_WIND_ONSHORE,27
kek-galang-batang,16.0,grid_connected_solar,0.2277,6.23,93.4,1788.4,166.17,129.4,223.36,False,TECH_WIND_ONSHORE,27
kek-galang-batang,18.0,grid_connected_solar,0.2277,6.23,93.4,1788.4,183.31,142.23,247.21,False,TECH_WIND_ONSHORE,27
kek-galang-batang,20.0,grid_connected_solar,0.2277,6.23,93.4,1788.4,200.69,155.24,271.39,False,TECH_WIND_ONSHORE,27
kek-maloy-batuta,4.0,within_boundary,0.05,3.32,0.0,1650.0,322.02,259.1,419.89,False,TECH_WIND_ONSHORE,27
kek-maloy-batuta,6.0,within_boundary,0.05,3.32,0.0,1650.0,376.48,298.71,497.46,False,TECH_WIND_ONSHORE,27
kek-maloy-batuta,8.0,within_boundary,0.05,3.32,0.0,1650.0,435.82,341.87,581.97,False,TECH_WIND_ONSHORE,27
kek-maloy-batuta,10.0,within_boundary,0.05,3.32,0.0,1650.0,499.14,387.92,672.16,False,TECH_WIND_ONSHORE,27
kek-maloy-batuta,12.0,within_boundary,0.05,3.32,0.0,1650.0,565.62,436.27,766.84,False,TECH_WIND_ONSHORE,27
kek-maloy-batuta,14.0,within_boundary,0.05,3.32,0.0,1650.0,634.52,486.37,864.96,False,TECH_WIND_ONSHORE,27
kek-maloy-batuta,16.0,within_boundary,0.05,3.32,0.0,1650.0,705.23,537.8,965.67,False,TECH_WIND_ONSHORE,27
kek-maloy-batuta,18.0,within_boundary,0.05,3.32,0.0,1650.0,777.27,590.19,1068.27,False,TECH_WIND_ONSHORE,27
kek-maloy-batuta,20.0,within_boundary,0.05,3.32,0.0,1650.0,850.27,643.29,1172.25,False,TECH_WIND_ONSHORE,27
kek-maloy-batuta,4.0,grid_connected_solar,0.2013,5.73,385.6,2080.6,94.94,79.31,119.25,False,TECH_WIND_ONSHORE,27
kek-maloy-batuta,6.0,grid_connected_solar,0.2013,5.73,385.6,2080.6,112.0,92.68,142.04,False,TECH_WIND_ONSHORE,27
kek-maloy-batuta,8.0,grid_connected_solar,0.2013,5.73,385.6,2080.6,130.58,107.24,166.88,False,TECH_WIND_ONSHORE,27
kek-maloy-batuta,10.0,grid_connected_solar,0.2013,5.73,385.6,2080.6,150.41,122.79,193.39,False,TECH_WIND_ONSHORE,27
kek-maloy-batuta,12.0,grid_connected_solar,0.2013,5.73,385.6,2080.6,171.23,139.1,221.21,False,TECH_WIND_ONSHORE,27
kek-maloy-batuta,14.0,grid_connected_solar,0.2013,5.73,385.6,2080.6,192.81,156.01,250.05,False,TECH_WIND_ONSHORE,27
kek-maloy-batuta,16.0,grid_connected_solar,0.2013,5.73,385.6,2080.6,214.96,173.37,279.65,False,TECH_WIND_ONSHORE,27
kek-maloy-batuta,18.0,grid_connected_solar,0.2013,5.73,385.6,2080.6,237.52,191.05,309.8,False,TECH_WIND_ONSHORE,27
kek-maloy-batuta,20.0,grid_connected_solar,0.2013,5.73,385.6,2080.6,260.39,208.97,340.36,False,TECH_WIND_ONSHORE,27
kek-nongsa,4.0,within_boundary,0.0908,4.15,0.0,1650.0,177.32,142.68,231.22,False,TECH_WIND_ONSHORE,27
kek-nongsa,6.0,within_boundary,0.0908,4.15,0.0,1650.0,207.32,164.49,273.93,False,TECH_WIND_ONSHORE,27
kek-nongsa,8.0,within_boundary,0.0908,4.15,0.0,1650.0,239.99,188.25,320.47,False,TECH_WIND_ONSHORE,27
kek-nongsa,10.0,within_boundary,0.0908,4.15,0.0,1650.0,274.86,213.61,370.13,False,TECH_WIND_ONSHORE,27
kek-nongsa,12.0,within_boundary,0.0908,4.15,0.0,1650.0,311.47,240.24,422.27,False,TECH_WIND_ONSHORE,27
kek-nongsa,14.0,within_boundary,0.0908,4.15,0.0,1650.0,349.4,267.83,476.3,False,TECH_WIND_ONSHORE,27
kek-nongsa,16.0,within_boundary,0.0908,4.15,0.0,1650.0,388.34,296.14,531.76,False,TECH_WIND_ONSHORE,27
kek-nongsa,18.0,within_boundary,0.0908,4.15,0.0,1650.0,428.01,325.0,588.26,False,TECH_WIND_ONSHORE,27
kek-nongsa,20.0,within_boundary,0.0908,4.15,0.0,1650.0,468.21,354.23,645.51,False,TECH_WIND_ONSHORE,27
kek-nongsa,4.0,grid_connected_solar,0.2277,6.23,101.7,1796.7,75.21,61.4,96.71,False,TECH_WIND_ONSHORE,27
kek-nongsa,6.0,grid_connected_solar,0.2277,6.23,101.7,1796.7,88.24,71.16,114.8,False,TECH_WIND_ONSHORE,27
kek-nongsa,8.0,grid_connected_solar,0.2277,6.23,101.7,1796.7,102.43,81.8,134.52,False,TECH_WIND_ONSHORE,27
kek-nongsa,10.0,grid_connected_solar,0.2277,6.23,101.7,1796.7,117.57,93.14,155.56,False,TECH_WIND_ONSHORE,27
kek-nongsa,12.0,grid_connected_solar,0.2277,6.23,101.7,1796.7,133.46,105.06,177.65,False,TECH_WIND_ONSHORE,27
kek-nongsa,14.0,grid_connected_solar,0.2277,6.23,101.7,1796.7,149.94,117.41,200.54,False,TECH_WIND_ONSHORE,27
kek-nongsa,16.0,grid_connected_solar,0.2277,6.23,101.7,1796.7,166.84,130.08,224.03,False,TECH_WIND_ONSHORE,27
kek-nongsa,18.0,grid_connected_solar,0.2277,6.23,101.7,1796.7,184.07,142.99,247.97,False,TECH_WIND_ONSHORE,27
kek-nongsa,20.0,grid_connected_solar,0.2277,6.23,101.7,1796.7,201.53,156.07,272.23,False,TECH_WIND_ONSHORE,27
kek-mandalika,4.0,within_boundary,0.0987,4.27,0.0,1650.0,163.13,131.26,212.71,False,TECH_WIND_ONSHORE,27
kek-mandalika,6.0,within_boundary,0.0987,4.27,0.0,1650.0,190.72,151.32,252.01,False,TECH_WIND_ONSHORE,27
kek-mandalika,8.0,within_boundary,0.0987,4.27,0.0,1650.0,220.78,173.18,294.82,False,TECH_WIND_ONSHORE,27
kek-mandalika,10.0,within_boundary,0.0987,4.27,0.0,1650.0,252.86,196.51,340.51,False,TECH_WIND_ONSHORE,27
kek-mandalika,12.0,within_boundary,0.0987,4.27,0.0,1650.0,286.54,221.01,388.47,False,TECH_WIND_ONSHORE,27
kek-mandalika,14.0,within_boundary,0.0987,4.27,0.0,1650.0,321.44,246.39,438.18,False,TECH_WIND_ONSHORE,27
kek-mandalika,16.0,within_boundary,0.0987,4.27,0.0,1650.0,357.26,272.44,489.19,False,TECH_WIND_ONSHORE,27
kek-mandalika,18.0,within_boundary,0.0987,4.27,0.0,1650.0,393.75,298.98,541.17,False,TECH_WIND_ONSHORE,27
kek-mandalika,20.0,within_boundary,0.0987,4.27,0.0,1650.0,430.74,325.88,593.85,False,TECH_WIND_ONSHORE,27
kek-mandalika,4.0,grid_connected_solar,0.3352,8.88,106.5,1801.5,51.19,41.81,65.79,False,TECH_WIND_ONSHORE,27
kek-mandalika,6.0,grid_connected_solar,0.3352,8.88,106.5,1801.5,60.06,48.46,78.11,False,TECH_WIND_ONSHORE,27
kek-mandalika,8.0,grid_connected_solar,0.3352,8.88,106.5,1801.5,69.73,55.71,91.53,False,TECH_WIND_ONSHORE,27
kek-mandalika,10.0,grid_connected_solar,0.3352,8.88,106.5,1801.5,80.04,63.45,105.85,False,TECH_WIND_ONSHORE,27
kek-mandalika,12.0,grid_connected_solar,0.3352,8.88,106.5,1801.5,90.87,71.57,120.88,False,TECH_WIND_ONSHORE,27
kek-mandalika,14.0,grid_connected_solar,0.3352,8.88,106.5,1801.5,102.09,79.99,136.46,False,TECH_WIND_ONSHORE,27
kek-mandalika,16.0,grid_connected_solar,0.3352,8.88,106.5,1801.5,113.6,88.63,152.45,False,TECH_WIND_ONSHORE,27
kek-mandalika,18.0,grid_connected_solar,0.3352,8.88,106.5,1801.5,125.34,97.43,168.74,False,TECH_WIND_ONSHORE,27
kek-mandalika,20.0,grid_connected_solar,0.3352,8.88,106.5,1801.5,137.23,106.35,185.25,False,TECH_WIND_ONSHORE,27
kek-batam-aero-technic,4.0,within_boundary,0.097,4.24,0.0,1650.0,165.99,133.56,216.44,False,TECH_WIND_ONSHORE,27
kek-batam-aero-technic,6.0,within_boundary,0.097,4.24,0.0,1650.0,194.06,153.98,256.42,False,TECH_WIND_ONSHORE,27
kek-batam-aero-technic,8.0,within_boundary,0.097,4.24,0.0,1650.0,224.65,176.22,299.98,False,TECH_WIND_ONSHORE,27
kek-batam-aero-technic,10.0,within_boundary,0.097,4.24,0.0,1650.0,257.29,199.96,346.47,False,TECH_WIND_ONSHORE,27
kek-batam-aero-technic,12.0,within_boundary,0.097,4.24,0.0,1650.0,291.56,224.88,395.28,False,TECH_WIND_ONSHORE,27
kek-batam-aero-technic,14.0,within_boundary,0.097,4.24,0.0,1650.0,327.07,250.71,445.86,False,TECH_WIND_ONSHORE,27
kek-batam-aero-technic,16.0,within_boundary,0.097,4.24,0.0,1650.0,363.52,277.22,497.77,False,TECH_WIND_ONSHORE,27
kek-batam-aero-technic,18.0,within_boundary,0.097,4.24,0.0,1650.0,400.65,304.22,550.66,False,TECH_WIND_ONSHORE,27
kek-batam-aero-technic,20.0,within_boundary,0.097,4.24,0.0,1650.0,438.29,331.59,604.25,False,TECH_WIND_ONSHORE,27
kek-batam-aero-technic,4.0,grid_connected_solar,0.2277,6.23,97.7,1792.7,75.09,61.27,96.58,False,TECH_WIND_ONSHORE,27
kek-batam-aero-technic,6.0,grid_connected_solar,0.2277,6.23,97.7,1792.7,88.08,71.01,114.65,False,TECH_WIND_ONSHORE,27
kek-batam-aero-technic,8.0,grid_connected_solar,0.2277,6.23,97.7,1792.7,102.24,81.61,134.33,False,TECH_WIND_ONSHORE,27
kek-batam-aero-technic,10.0,grid_connected_solar,0.2277,6.23,97.7,1792.7,117.35,92.92,155.34,False,TECH_WIND_ONSHORE,27
kek-batam-aero-technic,12.0,grid_connected_solar,0.2277,6.23,97.7,1792.7,133.21,104.8,177.39,False,TECH_WIND_ONSHORE,27
kek-batam-aero-technic,14.0,grid_connected_solar,0.2277,6.23,97.7,1792.7,149.64,117.11,200.25,False,TECH_WIND_ONSHORE,27
kek-batam-aero-technic,16.0,grid_connected_solar,0.2277,6.23,97.7,1792.7,166.51,129.75,223.7,False,TECH_WIND_ONSHORE,27
kek-batam-aero-technic,18.0,grid_connected_solar,0.2277,6.23,97.7,1792.7,183.7,142.62,247.6,False,TECH_WIND_ONSHORE,27
kek-batam-aero-technic,20.0,grid_connected_solar,0.2277,6.23,97.7,1792.7,201.12,155.67,271.82,False,TECH_WIND_ONSHORE,27
kek-tanjung-kelayang,4.0,within_boundary,0.0842,4.06,0.0,1650.0,191.22,153.86,249.34,False,TECH_WIND_ONSHORE,27
kek-tanjung-kelayang,6.0,within_boundary,0.0842,4.06,0.0,1650.0,223.57,177.38,295.4,False,TECH_WIND_ONSHORE,27
kek-tanjung-kelayang,8.0,within_boundary,0.0842,4.06,0.0,1650.0,258.8,203.01,345.59,False,TECH_WIND_ONSHORE,27
kek-tanjung-kelayang,10.0,within_boundary,0.0842,4.06,0.0,1650.0,296.4,230.36,399.14,False,TECH_WIND_ONSHORE,27
kek-tanjung-kelayang,12.0,within_boundary,0.0842,4.06,0.0,1650.0,335.88,259.07,455.37,False,TECH_WIND_ONSHORE,27
kek-tanjung-kelayang,14.0,within_boundary,0.0842,4.06,0.0,1650.0,376.79,288.82,513.64,False,TECH_WIND_ONSHORE,27
kek-tanjung-kelayang,16.0,within_boundary,0.0842,4.06,0.0,1650.0,418.78,319.36,573.44,False,TECH_WIND_ONSHORE,27
kek-tanjung-kelayang,18.0,within_boundary,0.0842,4.06,0.0,1650.0,461.56,350.47,634.37,False,TECH_WIND_ONSHORE,27
kek-tanjung-kelayang,20.0,within_boundary,0.0842,4.06,0.0,1650.0,504.91,382.0,696.11,False,TECH_WIND_ONSHORE,27
kek-tanjung-kelayang,4.0,grid_connected_solar,0.2206,6.02,97.7,1792.7,77.51,63.25,99.69,False,TECH_WIND_ONSHORE,27
kek-tanjung-kelayang,6.0,grid_connected_solar,0.2206,6.02,97.7,1792.7,90.92,73.29,118.34,False,TECH_WIND_ONSHORE,27
kek-tanjung-kelayang,8.0,grid_connected_solar,0.2206,6.02,97.7,1792.7,105.53,84.24,138.66,False,TECH_WIND_ONSHORE,27
kek-tanjung-kelayang,10.0,grid_connected_solar,0.2206,6.02,97.7,1792.7,121.13,95.92,160.34,False,TECH_WIND_ONSHORE,27
kek-tanjung-kelayang,12.0,grid_connected_solar,0.2206,6.02,97.7,1792.7,137.5,108.18,183.1,False,TECH_WIND_ONSHORE,27
kek-tanjung-kelayang,14.0,grid_connected_solar,0.2206,6.02,97.7,1792.7,154.46,120.89,206.7,False,TECH_WIND_ONSHORE,27
kek-tanjung-kelayang,16.0,grid_connected_solar,0.2206,6.02,97.7,1792.7,171.88,133.93,230.91,False,TECH_WIND_ONSHORE,27
kek-tanjung-kelayang,18.0,grid_connected_solar,0.2206,6.02,97.7,1792.7,189.62,147.22,255.58,False,TECH_WIND_ONSHORE,27
kek-tanjung-kelayang,20.0,grid_connected_solar,0.2206,6.02,97.7,1792.7,207.6,160.68,280.57,False,TECH_WIND_ONSHORE,27
