site_id,wacc_pct,scenario,pvout_used,cf_used,connection_cost_per_kw,transmission_cost_per_kw,substation_upgrade_cost_per_kw,effective_capex_usd_per_kw,lcoe_usd_mwh,lcoe_low_usd_mwh,lcoe_high_usd_mwh,is_cf_provisional,is_capex_provisional,tech_id,lifetime_yr
kek-kendal,4.0,grid_connected_solar,pvout_buildable_best_50km,0.1782,99.2,0.0,79.6,1183.9,54.96,49.49,77.67,False,False,TECH006,27
kek-kendal,6.0,grid_connected_solar,pvout_buildable_best_50km,0.1782,99.2,0.0,79.6,1183.9,66.71,59.95,94.79,False,False,TECH006,27
kek-kendal,8.0,grid_connected_solar,pvout_buildable_best_50km,0.1782,99.2,0.0,79.6,1183.9,79.52,71.36,113.45,False,False,TECH006,27
kek-kendal,10.0,grid_connected_solar,pvout_buildable_best_50km,0.1782,99.2,0.0,79.6,1183.9,93.19,83.53,133.35,False,False,TECH006,27
kek-kendal,12.0,grid_connected_solar,pvout_buildable_best_50km,0.1782,99.2,0.0,79.6,1183.9,107.55,96.3,154.25,False,False,TECH006,27
kek-kendal,14.0,grid_connected_solar,pvout_buildable_best_50km,0.1782,99.2,0.0,79.6,1183.9,122.42,109.54,175.91,False,False,TECH006,27
kek-kendal,16.0,grid_connected_solar,pvout_buildable_best_50km,0.1782,99.2,0.0,79.6,1183.9,137.68,123.13,198.13,False,False,TECH006,27
kek-kendal,18.0,grid_connected_solar,pvout_buildable_best_50km,0.1782,99.2,0.0,79.6,1183.9,153.24,136.98,220.78,False,False,TECH006,27
kek-kendal,20.0,grid_connected_solar,pvout_buildable_best_50km,0.1782,99.2,0.0,79.6,1183.9,169.0,151.01,243.73,False,False,TECH006,27
kek-sorong,4.0,within_boundary,pvout_centroid,0.1602,0.0,0.0,0.0,960.0,50.66,44.58,75.94,True,False,TECH006,27
kek-sorong,6.0,within_boundary,pvout_centroid,0.1602,0.0,0.0,0.0,960.0,61.27,53.75,92.51,True,False,TECH006,27
kek-sorong,8.0,within_boundary,pvout_centroid,0.1602,0.0,0.0,0.0,960.0,72.83,63.74,110.57,True,False,TECH006,27
kek-sorong,10.0,within_boundary,pvout_centroid,0.1602,0.0,0.0,0.0,960.0,85.16,74.41,129.84,True,False,TECH006,27
kek-sorong,12.0,within_boundary,pvout_centroid,0.1602,0.0,0.0,0.0,960.0,98.11,85.6,150.07,True,False,TECH006,27
kek-sorong,14.0,within_boundary,pvout_centroid,0.1602,0.0,0.0,0.0,960.0,111.53,97.2,171.04,True,False,TECH006,27
kek-sorong,16.0,within_boundary,pvout_centroid,0.1602,0.0,0.0,0.0,960.0,125.3,109.11,192.56,True,False,TECH006,27
kek-sorong,18.0,within_boundary,pvout_centroid,0.1602,0.0,0.0,0.0,960.0,139.33,121.24,214.48,True,False,TECH006,27
kek-sorong,20.0,within_boundary,pvout_centroid,0.1602,0.0,0.0,0.0,960.0,153.55,133.54,236.7,True,False,TECH006,27
kek-sorong,4.0,grid_connected_solar,pvout_best_50km,0.1749,85.3,0.0,0.0,1090.3,51.99,46.42,75.14,True,False,TECH006,27
kek-sorong,6.0,grid_connected_solar,pvout_best_50km,0.1749,85.3,0.0,0.0,1090.3,63.03,56.14,91.64,True,False,TECH006,27
kek-sorong,8.0,grid_connected_solar,pvout_best_50km,0.1749,85.3,0.0,0.0,1090.3,75.05,66.73,109.62,True,False,TECH006,27
kek-sorong,10.0,grid_connected_solar,pvout_best_50km,0.1749,85.3,0.0,0.0,1090.3,87.88,78.03,128.81,True,False,TECH006,27
kek-sorong,12.0,grid_connected_solar,pvout_best_50km,0.1749,85.3,0.0,0.0,1090.3,101.35,89.89,148.95,True,False,TECH006,27
kek-sorong,14.0,grid_connected_solar,pvout_best_50km,0.1749,85.3,0.0,0.0,1090.3,115.31,102.19,169.82,True,False,TECH006,27
kek-sorong,16.0,grid_connected_solar,pvout_best_50km,0.1749,85.3,0.0,0.0,1090.3,129.64,114.81,191.24,True,False,TECH006,27
kek-sorong,18.0,grid_connected_solar,pvout_best_50km,0.1749,85.3,0.0,0.0,1090.3,144.23,127.66,213.07,True,False,TECH006,27
kek-sorong,20.0,grid_connected_solar,pvout_best_50km,0.1749,85.3,0.0,0.0,1090.3,159.03,140.69,235.19,True,False,TECH006,27
kek-singhasari,4.0,within_boundary,pvout_centroid,0.1854,0.0,0.0,0.0,960.0,43.77,38.51,65.6,True,False,TECH006,27
kek-singhasari,6.0,within_boundary,pvout_centroid,0.1854,0.0,0.0,0.0,960.0,52.93,46.43,79.92,True,False,TECH006,27
