,namobj,wadmpr,wadmkk,almind,klskbli,klskbli_1,koordy,koordx,geometry
396,"SETIA KIJI REED, PT",JAWA BARAT,BANDUNG,"JL. RAYA BANDUNG GARUT KM 24,5 /. RAYA RANCAEKEK KM 24,",13993,INDUSTRI NON WOVEN (BUKAN TENUNAN),-6.964945,107.800765,POINT (107.800765 -6.964945)
397,SETIAWAN JOGISAPUTRA,JAWA BARAT,BANDUNG,JL. ARJUNA NO.  46,13911,INDUSTRI KAIN RAJUTAN,-6.910669998,107.59039,POINT (107.59039 -6.910669998)
398,SHAFCO MULTI TRADING,JAWA BARAT,BANDUNG,JL. RUMAH SAKIT 131,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.925356923,107.6956283,POINT (107.6956283 -6.925356923)
399,"SHIN JIN METAL, PT",JAWA BARAT,BANDUNG,"JL. CIRANGRANG BARAT I NO 4A, BANDUNG",29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.951909,107.582158,POINT (107.582158 -6.951909)
400,SIANYI INDUSTRY INDONESIA,JAWA BARAT,BANDUNG,JL. PANYAWUNGAN KM. 19 RT. 001 RW. 002 CILEUNYI WETAN,28264,"INDUSTRI JARUM MESIN JAHIT, RAJUT, BORDIR DAN SEJENISNYA",-6.5651,107.458,POINT (107.458 -6.5651)
401,"SILVER KRIS, PT",JAWA BARAT,BANDUNG,JL. JEND A YANI KM 9 CICUKANG NO 6,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.909012,107.684174,POINT (107.684174 -6.909012)
402,"SINAR ABADI, PT",JAWA BARAT,BANDUNG,JL. CIHANEUT NO.22,13122,INDUSTRI KAIN TENUN IKAT,-7.04707,107.73901,POINT (107.73901 -7.04707)
403,SINAR AGUNG,JAWA BARAT,BANDUNG,JL. ARJUNA NO 42-42 BANDUNG,18111,INDUSTRI PENCETAKAN UMUM,-6.912687636,107.5892793,POINT (107.5892793 -6.912687636)
404,"SINAR AGUNG, CV",JAWA BARAT,BANDUNG,JL. RAYA LASWI NO.3,13111,INDUSTRI PERSIAPAN SERAT TEKSTIL,-7.05245,107.754953,POINT (107.754953 -7.05245)
405,"SINAR AGUNG, PT",JAWA BARAT,BANDUNG,JL. CARINGIN NO. 240,22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-6.94402,107.57472,POINT (107.57472 -6.94402)
406,"SINAR BARU, CV",JAWA BARAT,BANDUNG,JL. RANCAJIGANG NO.20,13133,INDUSTRI PENCETAKAN KAIN,-7.051928,107.751363,POINT (107.751363 -7.051928)
407,"SINAR FAJAR PLASTIC, PT",JAWA BARAT,BANDUNG,JL. KOPO SAYATI NO 132 BANDUNG RT 05 RW 03,22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-6.589,107.3427,POINT (107.3427 -6.589)
408,SINAR INDAH,JAWA BARAT,BANDUNG,JL. RUMAH SAKIT NO.118,13133,INDUSTRI PENCETAKAN KAIN,-6.927730021,107.69465,POINT (107.69465 -6.927730021)
409,"SINAR MAJALAYA LESTARI, PT",JAWA BARAT,BANDUNG,JL. LASWI NO. 21 MAJALAYA BANDUNG,13111,INDUSTRI PERSIAPAN SERAT TEKSTIL,-7.04623,107.73739,POINT (107.73739 -7.04623)
410,SINAR MANDIRI TEXINDO,JAWA BARAT,BANDUNG,"JL.  RAYA RANCAEKEK NO. 168 KM 24,5",13999,INDUSTRI TEKSTIL LAINNYA YTDL,-6.9655,107.802,POINT (107.802 -6.9655)
411,SINAR MAS,JAWA BARAT,BANDUNG,"JL. RAYA CIVALENGKA MAJALAYA KM. 2,5",13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.00511,107.8198,POINT (107.8198 -7.00511)
412,SINAR MULIA PLASINDO LESTARI,JAWA BARAT,BANDUNG,JL. GANDASARI NO. 22,22299,INDUSTRI BARANG PLASTIK LAINNYA YTDL,-7.030933,107.549152,POINT (107.549152 -7.030933)
413,SINAR MULYA PLASINDO LESTARI,JAWA BARAT,BANDUNG,JL. CICUKANG NO 22,22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-6.93574005,107.5662059,POINT (107.5662059 -6.93574005)
414,SINAR NUGRAHA,JAWA BARAT,BANDUNG,JL. PANGKALAN RAJA NO.81 RT.02/RW.06,13992,INDUSTRI YANG MENGHASILKAN KAIN KEPERLUAN INDUSTRI,-7.05728,107.7453,POINT (107.7453 -7.05728)
415,"SINAR RAGAMINDO UTAMA, PT/SINAR RAJAWA",JAWA BARAT,BANDUNG,JL. RAJAWALI TIMUR NO. 251,14131,INDUSTRI PERLENGKAPAN PAKAIAN DARI TEKSTIL,-6.913883702,107.5784453,POINT (107.5784453 -6.913883702)
416,"SINAR RUNNERINDO, PT",JAWA BARAT,BANDUNG,"JL. TERUSAN KOPO KM 12,8",15201,INDUSTRI ALAS KAKI UNTUK KEPERLUAN SEHARI-HARI,-7.002779,107.553223,POINT (107.553223 -7.002779)
417,"SINAR SARI SEJATI, PT",JAWA BARAT,BANDUNG,JL. RAYA LASWI N0.97,13922,INDUSTRI BARANG JADI TEKSTIL SULAMAN,-7.050262,107.749131,POINT (107.749131 -7.050262)
418,SINAR SURYA UTAMA,JAWA BARAT,BANDUNG,JL. SOEKARNO. HATTA 465,22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-6.949100018,107.61982,POINT (107.61982 -6.949100018)
419,"SINAR TERANG FAJAR, PT",JAWA BARAT,BANDUNG,"JL, CIBOLERANG NO, 203",25113,INDUSTRI KONSTRUKSI BERAT SIAP PASANG DARI BAJA UNTUK BANGUNAN,-6.95285,107.57156,POINT (107.57156 -6.95285)
420,SINARSAKTI MATRANUSANTARA,JAWA BARAT,BANDUNG,JL. JEND AHMAD YANI NO 726,25920,JASA INDUSTRI UNTUK BERBAGAI PENGERJAAN KHUSUS LOGAM DAN BARANG DARI LOGAM,-6.904679996,107.65095,POINT (107.65095 -6.904679996)
421,"SNS GARMENT, PT",JAWA BARAT,BANDUNG,KP BOJONG CILEBAK,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.968689,107.598109,POINT (107.598109 -6.968689)
422,SOL MED DISPO,JAWA BARAT,BANDUNG,JL. ALEXANDRI NO. 3,32509,INDUSTRI PERALATAN KEDOKTERAN DAN KEDOKTERAN GIGI SERTA PERLENGKAPAN LAINNYA,-6.941659989,107.62322,POINT (107.62322 -6.941659989)
423,"SOLES MULTI IDEA, PT",JAWA BARAT,BANDUNG,KOMPLEK INDUSTRI TRIKENCANA KAV 40-42,22199,INDUSTRI BARANG DARI KARET LAINNYA YTDL,-6.98942,107.55318,POINT (107.55318 -6.98942)
424,SRI INDAH LABETAMA,JAWA BARAT,BANDUNG,KOMP. INDUSTRI TRI KENCANA KAV.15,18111,INDUSTRI PENCETAKAN UMUM,-6.98889,107.55475,POINT (107.55475 -6.98889)
425,"STANLI TRIJAYA MANDIRI, PT",JAWA BARAT,BANDUNG,"JL. TERUSAN KOPO KM 11,5",10710,INDUSTRI PRODUK ROTI DAN KUE,-6.990209,107.553264,POINT (107.553264 -6.990209)
426,STATION DELAPAN CATERING AND BAKERY,JAWA BARAT,BANDUNG,JL. SUKAJADI NO.  132,32509,INDUSTRI PERALATAN KEDOKTERAN DAN KEDOKTERAN GIGI SERTA PERLENGKAPAN LAINNYA,-6.890389416,107.5969943,POINT (107.5969943 -6.890389416)
427,"STOCKINDO KURNIA LESTARI, PT",JAWA BARAT,BANDUNG,"JL. CISIRUNG KM 6,5 RT.03/12",20116,"INDUSTRI KIMIA DASAR ORGANIK UNTUK BAHAN BAKU ZAT WARNA DAN PIGMEN, ZAT WARNA DAN PIGMEN",-6.975149,107.596332,POINT (107.596332 -6.975149)
428,"SUBUR JAYA, CV",JAWA BARAT,BANDUNG,JL. KEMBAR IV NO.24,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.9439,107.6151,POINT (107.6151 -6.9439)
429,"SUDONG METAL BUTTONINDO, PT",JAWA BARAT,BANDUNG,JL. WAAS NO 54,13111,INDUSTRI PERSIAPAN SERAT TEKSTIL,-7.153,107.3516,POINT (107.3516 -7.153)
430,"SUMBER AGUNG, PT",JAWA BARAT,BANDUNG,JL. RAYA LASWI NO.2A,13111,INDUSTRI PERSIAPAN SERAT TEKSTIL,-7.03694,107.72606,POINT (107.72606 -7.03694)
431,SUMBER JAYA,JAWA BARAT,BANDUNG,JL. IDRIS NO.30,13992,INDUSTRI YANG MENGHASILKAN KAIN KEPERLUAN INDUSTRI,-7.0586,107.7518,POINT (107.7518 -7.0586)
432,"SUMBER JAYA, CV",JAWA BARAT,BANDUNG,JL. PARALON I NO 08,22291,INDUSTRI BARANG PLASTIK LEMBARAN,-6.5546,107.3428,POINT (107.3428 -6.5546)
433,SUMBER PANGAN PRIMA,JAWA BARAT,BANDUNG,JL. LENGKONG BESAR NO. 26-28 CIKAWAO,10312,INDUSTRI PELUMATAN BUAH-BUAHAN DAN SAYURAN,-6.923635196,107.6118656,POINT (107.6118656 -6.923635196)
434,"SUMBER PLASTIK, CV",JAWA BARAT,BANDUNG,"JL. CITEPUS NO 3 MOH TOHA KM 6,7",22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-6.975322,107.612399,POINT (107.612399 -6.975322)
435,SUMBER REZEKI,JAWA BARAT,BANDUNG,CIBODAS RT. 01/03,13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.009,107.761,POINT (107.761 -7.009)
436,"SUN FLOWER INDONESIA, PT",JAWA BARAT,BANDUNG,JL. RAYA RANCAEKEK MAJALAYA,13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.004668,107.742416,POINT (107.742416 -7.004668)
437,"SUNFA TEXTILE INDUSTRY, PT",JAWA BARAT,BANDUNG,JL. RAYA RANCA EKEK-MAJALAYA NO.389,20301,INDUSTRI SERAT/BENANG/STRIP FILAMEN BUATAN,-7.004984,107.748722,POINT (107.748722 -7.004984)
438,"SUPERBTEX, PT",JAWA BARAT,BANDUNG,"JL. RAYA BAJARAN KM 15,3",13112,INDUSTRI PEMINTALAN BENANG,-7.030521,107.593655,POINT (107.593655 -7.030521)
439,SURYA ENERGI INDOTAMA,JAWA BARAT,BANDUNG,JL. SOEKARNO. HATTA NOMER 442 BANDUNG DAN. SOEKARNO. HATTA NOMER 439 BANDUNG,16213,INDUSTRI PANEL KAYU LAINNYA,-6.94762,107.60093,POINT (107.60093 -6.94762)
440,SURYA MAS AGUNG,JAWA BARAT,BANDUNG,JL. RAYA TIMUR KM. 33,22112,INDUSTRI VULKANISIR BAN,-6.997,107.836,POINT (107.836 -6.997)
441,"SURYA USAHA MANDIRI, PT",JAWA BARAT,BANDUNG,KP CIPEUNDEUY,13132,INDUSTRI PENYEMPURNAAN KAIN,-7.0453,107.521,POINT (107.521 -7.0453)
442,SURYA UTAMA NUSANTARA,JAWA BARAT,BANDUNG,JL. KOPO KOMP PERGUDANGAN BIZPARK BLOK B1 NO.  3 - 5,10792,INDUSTRI KUE BASAH,-6.950339953,107.5865301,POINT (107.5865301 -6.950339953)
443,"SWAJAYA SENTOSA ABADI, PT",JAWA BARAT,BANDUNG,JL. CIBOLERANG NO. 49,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.95284,107.58108,POINT (107.58108 -6.95284)
444,SYGMA EXA GRAFIKA,JAWA BARAT,BANDUNG,JL. BABAKAN SARI I NO.  71,28299,INDUSTRI MESIN KEPERLUAN KHUSUS LAINNYA,-6.925889983,107.65745,POINT (107.65745 -6.925889983)
445,"SYGMA EXAMEDIA ARKANLEEMA, PT",JAWA BARAT,BANDUNG,JL. BABAKAN SARI I NO. 76,26220,INDUSTRI PERLENGKAPAN KOMPUTER,-6.4229,107.4206,POINT (107.4206 -6.4229)
446,"TAMAS GLOBAL, PT (MR KIN).",JAWA BARAT,BANDUNG,JL. PANGARITAN NO 1 BANDUNG,13132,INDUSTRI PENYEMPURNAAN KAIN,-6.926531564,107.7051949,POINT (107.7051949 -6.926531564)
447,"TATAR ANYAR INDONESIA, PT",JAWA BARAT,BANDUNG,PERKEBUNAN CIKUKUL,10761,INDUSTRI PENGOLAHAN KOPI,-7.1425,107.3139,POINT (107.3139 -7.1425)
448,"TAUFIK JAYA TEKNIK, CV",JAWA BARAT,BANDUNG,JL.KOMPLEK LIK NO.B.27,28113,INDUSTRI KOMPONEN DAN SUKU CADANG MESIN DAN TURBIN,-6.93516,107.69885,POINT (107.69885 -6.93516)
449,"TAWEKAL JAYA, PT",JAWA BARAT,BANDUNG,JL. RANCAJIGANG NO.195,13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.067929,107.746421,POINT (107.746421 -7.067929)
450,TEGUH JAYA PRANATA,JAWA BARAT,BANDUNG,JL. MENGGER NO. 99,13112,INDUSTRI PEMINTALAN BENANG,-6.965626,107.619427,POINT (107.619427 -6.965626)
451,TEGUH SURYA,JAWA BARAT,BANDUNG,JL. ARUNA NO. 21,22192,INDUSTRI BARANG DARI KARET UNTUK KEPERLUAN INDUSTRI,-6.908159995,107.5882,POINT (107.5882 -6.908159995)
452,"TEKAD MANDIRI CITRA, PT",JAWA BARAT,BANDUNG,JL. MEKAR RAYA 9,21013,INDUSTRI PRODUK FARMASI UNTUK HEWAN,-6.930584,107.703225,POINT (107.703225 -6.930584)
453,TEPAT INDUSTRI,JAWA BARAT,BANDUNG,JL. CIPAMOKOLAN NO 6,24203,INDUSTRI PENGGILINGAN LOGAM BUKAN BESI,-6.5624,107.4042,POINT (107.4042 -6.5624)
454,"TERANG CAHAYA ABADI SEJATI, PT",JAWA BARAT,BANDUNG,JL. MEKAR RAYA KAV 37 GEDEBAGE-BANDUNG,13930,INDUSTRI KARPET DAN PERMADANI,-6.933019,107.700193,POINT (107.700193 -6.933019)
455,TERANG KASIH MULIA,JAWA BARAT,BANDUNG,JL. KARAWITAN NO.  118 RT. 003 RW. 003,13132,INDUSTRI PENYEMPURNAAN KAIN,-6.941500021,107.63419,POINT (107.63419 -6.941500021)
456,"THETA BERKAT ANUGRAH, PT",JAWA BARAT,BANDUNG,JL. CILISUNG NO. 238 A,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.5847,107.3514,POINT (107.3514 -6.5847)
457,"TIMBUL JAYA, CV",JAWA BARAT,BANDUNG,JL. CIWALENGKE NO.99,13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.036725,107.776726,POINT (107.776726 -7.036725)
458,TIMUR JAYA TEXTILE,JAWA BARAT,BANDUNG,"JL. KONDANG DALAM, RW.22, MAJALAYA",14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.04866,107.75766,POINT (107.75766 -7.04866)
459,"TIMUR JAYA TEXTILE, PT",JAWA BARAT,BANDUNG,"JL. RAYA RANCAEKEK, NO. 389, PASEH",13992,INDUSTRI YANG MENGHASILKAN KAIN KEPERLUAN INDUSTRI,-6.96476,107.80518,POINT (107.80518 -6.96476)
460,TJONG JE MIN,JAWA BARAT,BANDUNG,JL. H. ACHSAN NO 21,14120,PENJAHITAN DAN PEMBUATAN PAKAIAN SESUAI PESANAN,-6.940283519,107.6076441,POINT (107.6076441 -6.940283519)
461,"TOBINDO KENCANA, PT",JAWA BARAT,BANDUNG,JL. RAYA SAPAN NO. 1 KM. 8 TEGALLUAR,22292,INDUSTRI PERLENGKAPAN DAN PERALATAN RUMAH TANGGA (TIDAK TERMASUK FURNITUR),-6.9764,107.68697,POINT (107.68697 -6.9764)
462,"TOE ZONE INDO, PT",JAWA BARAT,BANDUNG,JL. SADANG RAHAYU NO 125,15209,INDUSTRI ALAS KAKI LAINNYA,-6.954306,107.567346,POINT (107.567346 -6.954306)
463,TOP TORCH INTERNATIONAL,JAWA BARAT,BANDUNG,JL. CIBOLERANG NO. 85 RT.001 RW.006,15201,INDUSTRI ALAS KAKI UNTUK KEPERLUAN SEHARI-HARI,-6.951330861,107.5770802,POINT (107.5770802 -6.951330861)
464,"TOYO MACHINERY, CV",JAWA BARAT,BANDUNG,JL. RAYA CIKANCUNG CIJAPATI NO. 8,24201,INDUSTRI PEMBUATAN LOGAM DASAR MULIA,-7.005677,107.822371,POINT (107.822371 -7.005677)
465,TRACKERINDO ANUGERAH SEJAHTERA,JAWA BARAT,BANDUNG,KP. TKI 2 BLOK 1C NO 17 BANDUNG,15121,INDUSTRI BARANG DARI KULIT DAN KULIT KOMPOSISI UNTUK KEPERLUAN PRIBADI,-6.957111,107.564261,POINT (107.564261 -6.957111)
466,TREESBEE,JAWA BARAT,BANDUNG,"JL. MANJAHLEGA / RANCASAWO NO. 62/. IDI ADIMAJA III NO.12, GUMURUH, KEC. BATUNUNGGAL,",32909,INDUSTRI PENGOLAHAN LAINNYA YTDL,-6.945100006,107.63619,POINT (107.63619 -6.945100006)
467,"TRI BERKAT ANUGERAH, PT",JAWA BARAT,BANDUNG,"JL. RAYA CICALENGKA-MAJALAYA KM.6,KMP.ANDIR RT.028/011,",13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.054203,107.754887,POINT (107.754887 -7.054203)
468,TRI BHAKTI HAK,JAWA BARAT,BANDUNG,JL. LASWI BIRU NO. 5,13111,INDUSTRI PERSIAPAN SERAT TEKSTIL,-7.04499,107.73473,POINT (107.73473 -7.04499)
469,TRI JAYA SANDANG LESTARI,JAWA BARAT,BANDUNG,JL. PARALON NO.  10,14301,INDUSTRI PAKAIAN JADI RAJUTAN,-6.929019995,107.56734,POINT (107.56734 -6.929019995)
470,"TRIFA RAYA LABORATORIES, PT",JAWA BARAT,BANDUNG,JL. SUKARNO HATTA RT 06/09  NO 219 06/09  NO 219,21012,INDUSTRI PRODUK FARMASI UNTUK MANUSIA,-6.943607526,107.5854786,POINT (107.5854786 -6.943607526)
471,TRIMAN,JAWA BARAT,BANDUNG,JL. PEUNDEUY NO. 66 RT. 02 RW. 11 BOJONG SALAM,21012,INDUSTRI PRODUK FARMASI UNTUK MANUSIA,-6.9634,107.791,POINT (107.791 -6.9634)
472,TRINDO PRATAMA,JAWA BARAT,BANDUNG,JL. SEKEJATI NO.  40 RT.001 RW.010,28221,INDUSTRI MESIN DAN PERKAKAS MESIN UNTUK PENGERJAAN LOGAM,-6.941149992,107.64895,POINT (107.64895 -6.941149992)
473,TRINITY INDO GARMENT,JAWA BARAT,BANDUNG,JL. KARANG TINGGAL NO. 22,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.886955821,107.5957974,POINT (107.5957974 -6.886955821)
474,TRIPUTRA TEXTILE INDUSTRY,JAWA BARAT,BANDUNG,"JL. RAYA LASWI NO. 08 RT. 02 RW. 01, BIRU",13999,INDUSTRI TEKSTIL LAINNYA YTDL,-7.0431,107.731,POINT (107.731 -7.0431)
475,"TRISAN ABADI, PT",JAWA BARAT,BANDUNG,"JL. RAYA SAPAN NO.128, RANCAKASUMBA",13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.024443,107.742379,POINT (107.742379 -7.024443)
476,TRISCO TAILORED APPAREL MANUFACTURING,JAWA BARAT,BANDUNG,JL. RAYA KOPO-SOREANG KM.115,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.5927,107.3315,POINT (107.3315 -6.5927)
477,TRONICO BANDUNG,JAWA BARAT,BANDUNG,JL. SOLONTONGAN II NO.  10,17022,INDUSTRI KEMASAN DAN KOTAK DARI KERTAS DAN KARTON,-6.93776999,107.62639,POINT (107.62639 -6.93776999)
478,"TUNGGAL INTI KAHURIPAN, PT",JAWA BARAT,BANDUNG,"JL. JEND SUDIRMAN NO. 570-574, KELURAHAN DUNGUS CARIANG KECAMATAN ANDIR",10710,INDUSTRI PRODUK ROTI DAN KUE,-6.917979,107.582124,POINT (107.582124 -6.917979)
479,TUNGGAL JAYA,JAWA BARAT,BANDUNG,JL. SOEKARNO HATTA GG.ELOS BARAT GG. ELOS BARAT NO.6,29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.923712,107.575438,POINT (107.575438 -6.923712)
480,"TWINK INDONESIA, PT",JAWA BARAT,BANDUNG,JL. PADA SUKA NO. 28,27900,INDUSTRI PERALATAN LISTRIK LAINNYA,-6.899791893,107.6541091,POINT (107.6541091 -6.899791893)
481,UNGGUL BUKIT KENCANA,JAWA BARAT,BANDUNG,JL. DR RAJIMAN NO. 15,13132,INDUSTRI PENYEMPURNAAN KAIN,-6.903890002,107.60045,POINT (107.60045 -6.903890002)
482,UNICORN UTAMA,JAWA BARAT,BANDUNG,JL. RAYA BANJARAN - BANDUNG KM. 16.5,15201,INDUSTRI ALAS KAKI UNTUK KEPERLUAN SEHARI-HARI,-7.035927,107.59348,POINT (107.59348 -7.035927)
483,UNIVERS SEWING INDONESIA,JAWA BARAT,BANDUNG,"JL. RAYA RANCAEKEK KM 23,7, LINGGAR",14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.96394,107.792903,POINT (107.792903 -6.96394)
484,UNIVERSAL INDO PERSADA,JAWA BARAT,BANDUNG,JL. PARALON II NO. 5,22210,INDUSTRI BARANG DARI PLASTIK UNTUK BANGUNAN,-6.931030018,107.56594,POINT (107.56594 -6.931030018)
485,"UNIVERSAL INTERIOR TEXTILE, PT",JAWA BARAT,BANDUNG,"JL. SILIWANGI NO. 100, MANGGAHANG",13132,INDUSTRI PENYEMPURNAAN KAIN,-7.014379,107.649587,POINT (107.649587 -7.014379)
486,"VENAMON, PT",JAWA BARAT,BANDUNG,JL. TERUSAN KOPO KATAPANG KM 11.5  NO. 577,15201,INDUSTRI ALAS KAKI UNTUK KEPERLUAN SEHARI-HARI,-6.991059,107.556481,POINT (107.556481 -6.991059)
487,VENINDO IMPERIAL PERKASA,JAWA BARAT,BANDUNG,JL. MOCH TOHA NO 39,10432,INDUSTRI MINYAK MENTAH INTI KELAPA SAWIT (CRUDE PALM KERNEL OIL),-6.930519041,107.6068841,POINT (107.6068841 -6.930519041)
488,VIARA PLASTIK,JAWA BARAT,BANDUNG,JL. PABRIK KULIT SELATAN RT06 RW01,10621,INDUSTRI PATI UBI KAYU,-6.938889959,107.5908551,POINT (107.5908551 -6.938889959)
489,"VIGANO PRATAMA MANDIRI, PT",JAWA BARAT,BANDUNG,JL. ASIA AFRIKA NO 184-186,25952,"INDUSTRI PAKU, MUR DAN BAUT",-6.922427563,107.6173054,POINT (107.6173054 -6.922427563)
490,VIVALDI INTI PERKASA,JAWA BARAT,BANDUNG,JL. TERUSAN PASIR KOJA NO.  248,14131,INDUSTRI PERLENGKAPAN PAKAIAN DARI TEKSTIL,-6.928119989,107.58118,POINT (107.58118 -6.928119989)
491,"VONEX INDONESIA, PT",JAWA BARAT,BANDUNG,"JL. RAYA RANCAEKEK KM 23,7/JL. RAYA BANDUNG-GARUTKM 23,7",13112,INDUSTRI PEMINTALAN BENANG,-6.962884,107.793901,POINT (107.793901 -6.962884)
492,"WAHANA INTERFOOD NUSANTARA, PT",JAWA BARAT,BANDUNG,KAWASAN INDUSTRI. SADANG RAHAYU 39 BLOK C NO 3E,10731,INDUSTRI KAKAO,-6.956919,107.564283,POINT (107.564283 -6.956919)
493,"WAJATEX, PT",JAWA BARAT,BANDUNG,JL. RAYA RANCAEKEK-MAJALAYA,13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.022564,107.805783,POINT (107.805783 -7.022564)
494,WAN'S,JAWA BARAT,BANDUNG,JL. CICUKANG (HOLIS) KAV. M NO.  54,11051,INDUSTRI AIR KEMASAN,-6.93584496,107.5655501,POINT (107.5655501 -6.93584496)
495,"WARINGIN WIJAYA TEXINDO, PT",JAWA BARAT,BANDUNG,KP PASIR MALANG,13132,INDUSTRI PENYEMPURNAAN KAIN,-6.955642,107.52549,POINT (107.52549 -6.955642)
496,"WARNA ASLI INDAH, PT",JAWA BARAT,BANDUNG,"DESA CILAMPENI KM. 0,7, CILAMPENI",13132,INDUSTRI PENYEMPURNAAN KAIN,-6.983664008,107.556462,POINT (107.556462 -6.983664008)
497,WATTOO-WATTOO,JAWA BARAT,BANDUNG,JL. KOPO JAYA III NO.3,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.950298,107.584958,POINT (107.584958 -6.950298)
498,WEHARIMA LANGGENG LESTARI,JAWA BARAT,BANDUNG,KP. WAAS,10771,INDUSTRI KECAP,-7.02972,107.58702,POINT (107.58702 -7.02972)
499,"WILIMTEX, CV",JAWA BARAT,BANDUNG,"JL. RANCAJIGANG NO. 245, PADAMULYA",13132,INDUSTRI PENYEMPURNAAN KAIN,-7.06858,107.74605,POINT (107.74605 -7.06858)
500,"WINTAI GARMENT, PT",JAWA BARAT,BANDUNG,JL. RAYA RANCAEKEK MAJALAYA NO. 389,14131,INDUSTRI PERLENGKAPAN PAKAIAN DARI TEKSTIL,-7.006137,107.742963,POINT (107.742963 -7.006137)
501,WIRAKY NUSA TELEKOMUNIKASI,JAWA BARAT,BANDUNG,KOMPLEK SETRASARI MALL B C III NO 101,27202,INDUSTRI AKUMULATOR LISTRIK,-6.98464,107.64873,POINT (107.64873 -6.98464)
502,"YOUNG SHIN WORLD ZIPPER, PT",JAWA BARAT,BANDUNG,JL. CIBOLERANG NO 203 KAV 1B,14131,INDUSTRI PERLENGKAPAN PAKAIAN DARI TEKSTIL,-6.9528,107.57274,POINT (107.57274 -6.9528)
503,YUNIKO ASIA PRIMA,JAWA BARAT,BANDUNG,"JL. CIHANEUT NO. 30, MAJALAYA",13112,INDUSTRI PEMINTALAN BENANG,-7.0438,107.7596,POINT (107.7596 -7.0438)
504,ZANZIBAR BERKAH ABADI,JAWA BARAT,BANDUNG,JL. A.H NASUTION BLOK 34 NO. 103,10431,INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM OIL),-6.906496129,107.684115,POINT (107.684115 -6.906496129)
505,"ADIGUNA EKA SENTRA, PT",JAWA BARAT,BANDUNG BARAT,JL. INDUSTRI CIMAREME RT 01/04,20299,INDUSTRI BARANG KIMIA LAINNYA YTDL,-6.867685498,107.4939358,POINT (107.4939358 -6.867685498)
506,"ALFA POLIMER INDONESIA, PT",JAWA BARAT,BANDUNG BARAT,JL. INDUSTRI CIMAREME 14,20291,INDUSTRI PEREKAT/LEM,-6.867443,107.495546,POINT (107.495546 -6.867443)
507,"AMIDIS TIRTA MULIA, PT",JAWA BARAT,BANDUNG BARAT,JL. RAYA CIMAREME 273,11051,INDUSTRI AIR KEMASAN,-6.861735,107.501175,POINT (107.501175 -6.861735)
508,"ANEKA FERMENTASI INDUSTRI, PT",JAWA BARAT,BANDUNG BARAT,JL. INDUSTRI BATUJAJAR NO 14,10215,INDUSTRI PERAGIAN/FERMENTASI IKAN,-6.880896,107.5031595,POINT (107.5031595 -6.880896)
509,ANUGERAH MULTISARI INDOTAMA,JAWA BARAT,BANDUNG BARAT,JL. INDUSTRI CIMAREME V NO.11,13132,INDUSTRI PENYEMPURNAAN KAIN,-6.528178,107.2952,POINT (107.2952 -6.528178)
