annual_production,annual_production_unit,capacity,capacity_unit,cost,cost_unit,country,country_ownership,esg_impact_ecological,esg_impact_social,esg_link,esg_story,id,image,latitude,longitude,parent_esg_impact,parent_project_type,project_id,project_name,project_type,province_city,relevant_links,shareholder_ownership,source,source_id,status
,ton,,ton,-,USD,Indonesia,Indonesia:100,Water Pollution,,https://penafaktual.com/limbah-tambang-pt-almharig-diduga-cemari-sungai-lakambula-begini-tanggapan-camat-teomokole/,,4Cbu2WwzcO9amcSqVUIhIY,,-5.291517316,121.8293731,ecological,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIhIY,Almharig,Mining,"Sulawesi Tenggara, Bombana Regency",https://www.teropongsultra.com/daerah/lkpd-sultra-sebut-pt-almharig-dan-pt-rohul-serobot-lahan-warga,Distomy Lasimon:40; Sunardi Salimin:20; H Muhammad Buddu:16.67; Muhammad Ferdy Budi Prakarsa:16.67; Muhammad Rifai Ladamay:6.66,indonesia,4Cbu2WwzcO9amcSqVUIhIY,Active
,ton,,ton,78000000,USD,Indonesia,Not found,Deforestation,"Land Grabbing;Intimidation, Suppression, Criminalization of Local Communities",https://mediarakyatnews.com/meski-ditolak-warga-pembangunan-smelter-pt-ami-tetap-berproses/,,4Cbu2WwzcO9amcSqVUIhl0,,-4.893923532,121.987383,ecological;social,Processing,4Cbu2WwzcO9amcSqVUIhl0,Artha Mining Industry,Nickel Pig Iron,"Sulawesi Tenggara, Bombana Regency",https://www.ap3i.or.id/News/News-Update/PT-Artha-Mining-Industry-di-Demo-Oleh-APM.html,Not found,indonesia,4Cbu2WwzcO9amcSqVUIhl0,Active
,ton,,ton,-,USD,Indonesia,Indonesia:100,,,,,4Cbu2WwzcO9amcSqVUIifu,,-3.379651247,122.2737575,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIifu,Bhumi karya Utama,Mining,"Sulawesi Tenggara, North Konawe Regency",https://lintassultra.com/2023/07/17/pt-bku-larang-pt-itm-gunakan-jalan-haulingnya/,PT Nabusa Citra Mandiri:25;PT Petro Indah Indonesia:75,indonesia,4Cbu2WwzcO9amcSqVUIifu,Active
,ton,,ton,-,USD,Indonesia,Not found,,Corruption & Illegal Activity," https://muarasultra.com/pt-binanga-hartama-raya-bhr-diduga-terlibat-dalam-pusaran-kasus-tipikor-pt-antam-konut/, https://detikdjakarta.com/dirjen-minerba-di-desak-tahan-rkab-pt-binanga-hartama-raya-ini-sebabnya/",,4Cbu2WwzcO9amcSqVUIiys,,-3.380607444,122.2992145,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIiys,Binanga Hartama Raya,Mining,"Sulawesi Tenggara, North Konawe Regency",https://sultranews.co.id/pt-binanga-hartama-raya-diduga-menambang-dalam-kawasan-hutan-tanpa-ippkh/,Not found,indonesia,4Cbu2WwzcO9amcSqVUIiys,Active
,ton,,ton,-,USD,Indonesia,Not found,,Corruption & Illegal Activity,https://rmol.id/read/2020/11/01/459150/polisi-tetapkan-bos-pt-bososi-pratama-sebagai-tersangka-kasus-pertambangan,,4Cbu2WwzcO9amcSqVUIjao,,-3.389962757,122.2282716,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIjao,Bososi Pratama,Mining,"Sulawesi Tenggara, North Konawe Regency",https://ombudsman.go.id/perwakilan/news/r/pwk--ori-sultra-minta-polisi-transparan-usut-kasus-ilegal-mining-pt-bososii,Not found,indonesia,4Cbu2WwzcO9amcSqVUIjao,Active
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://sultranesia.com/ampuh-sultra-beberkan-sejumlah-dugaan-pelanggaran-pt-bosowa-mining/,,4Cbu2WwzcO9amcSqVUIjww,,-3.208909669,122.0384251,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIjww,Bosowa Mining,Mining,"Sulawesi Tenggara, North Konawe Regency",https://sultranesia.com/ampuh-sultra-beberkan-sejumlah-dugaan-pelanggaran-pt-bosowa-mining/,PT BOSOWA PASIR BARA:4.5;PT BOSOWA RESOURCES:17.8;PT SEMEN BOSOWA MAROS:77.7,indonesia,4Cbu2WwzcO9amcSqVUIjww,Active
,ton,,ton,-,USD,Indonesia,Switzerland,Deforestation,Corruption & Illegal Activity,https://zonasultra.id/sengkarut-kasus-tambang-nikel-di-baubau-hingga-keterlibatan-amirul-tamim.html,,4Cbu2WwzcO9amcSqVUIkYs,,-5.46454578,122.6735918,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIkYs,Bumi Inti Sulawesi,Mining,"Sulawesi Tenggara, Bau-Bau",https://solwaygroup.com/our-business/aquila-project-indonesia/,Solway Group,indonesia,4Cbu2WwzcO9amcSqVUIkYs,Active
,ton,,ton,-,USD,Indonesia,Switzerland: majority,,Corruption & Illegal Activity,https://sultrapost.id/ampuh-sultra-minta-gubernur-segera-cabut-iup-pt-bkm-dan-cinta-jaya/,,4Cbu2WwzcO9amcSqVUIkiM,,-3.575642233,122.1903044,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIkiM,Bumi Konawe Minerina,Mining,"Sulawesi Tenggara, North Konawe Regency",https://solwaygroup.com/our-business/aquila-project-indonesia/,Aquila Mine PTE LTD:62.7;Mahawira Palasara Agung:37.3,indonesia,4Cbu2WwzcO9amcSqVUIkiM,Active
,ton,,ton,-,USD,Indonesia,Not found,,Corruption & Illegal Activity,https://penasultra.id/ini-nama-nama-perusahaan-tambang-di-bombana-yang-dicabut-izinnya/2/,,4Cbu2WwzcO9amcSqVUIl1K,,-5.089499237,121.936903,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIl1K,Cahaya Abalong,Mining,"Sulawesi Tenggara, Bombana Regency",https://nikel.co.id/2022/04/18/tidak-memenuhi-kewajiban-39-iup-di-sultra-dicabut-pemerintah/,Not found,indonesia,4Cbu2WwzcO9amcSqVUIl1K,Active
,ton,,ton,-,USD,Indonesia,Not found,,Corruption & Illegal Activity;Social Conflict," https://koransultra.com/2017/09/22/warga-kolut-segel-perusahaan-tambang-pt-celebessi/, https://mediakendari.com/polres-kolut-akhirnya-hentikan-aktivitas-dugaan-pencurian-ore-nikel-pt-celebesi-mulia/12761/",,4Cbu2WwzcO9amcSqVUIlAo,,-2.867968619,121.0081418,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIlAo,Celebessi Mulia Utama,Mining,"Sulawesi Tenggara, North Kolaka Regency",https://ekonomi.bisnis.com/read/20220211/44/1499316/1036-perusahaan-tambang-dihentikan-sementara-ini-daftar-lengkapnya,Not found,indonesia,4Cbu2WwzcO9amcSqVUIlAo,Active
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://www.indosultra.com/kejaksaan-periksa-direktur-pt-cinta-jaya-dan-direktur-pt-bcu/,,4Cbu2WwzcO9amcSqVUIlQc,,-3.563303074,122.2116665,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIlQc,Cinta Jaya,Mining,"Sulawesi Tenggara, North Konawe Regency",https://telisik.id/news/plt-kuasa-direktur-pt-cinta-jaya-disorot-jangan-terulang-kasus-dokumen-terbang; https://sultranesia.com/menjawab-tudingan-miring-terhadap-pt-cinta-jaya-di-blok-mandiodo/,Bagus Bhirawa Putra:10;Cahyani Yunus Kadir:10;Nasni Yunus Kadir:20;Wahyuni Yunus Kadir:10;Yunan Yunus Kadir:10;Yunus Kadir:30;Yupani Yunus Kadir:10,indonesia,4Cbu2WwzcO9amcSqVUIlQc,Temporarily Closed 
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://www.alur.id/iup-hanya-20-hektare-pt-citra-silika-mallawa-menambang-nikel-di-lahan-275-hektare,,4Cbu2WwzcO9amcSqVUImFC,,-3.61504773,120.9476601,social,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUImFC,Citra Silika Mallawa,Mining,"Sulawesi Tenggara, North Kolaka Regency",https://www.alur.id/iup-hanya-20-hektare-pt-citra-silika-mallawa-menambang-nikel-di-lahan-275-hektare,Aldilah Tauphan:3;Cakra Tauphan:3;Chandra Tauphan:3;Fadel Muh. Tauphan:3;H. Tauphan Ansar Nur:70;Hj. Amelia F. Lim Tauphan:15;Muh. Faiz Tauphan:3,indonesia,4Cbu2WwzcO9amcSqVUImFC,Active
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://konasaranews.com/2024/03/15/p3d-konut-endus-dugaan-adanya-bukaan-kawasan-hpt-di-iup-pt-daka-group/,,4Cbu2WwzcO9amcSqVUImOg,,-3.450621474,122.3823575,social,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUImOg,Daka Group,Mining,"Sulawesi Tenggara, North Konawe Regency",https://www.kendarimerdeka.com/jaringan-ahli-desak-pemerintah-hentikan-aktivitas-ilegal-pt-daka-group/,Isra:2.5;Sahrin:97.5,indonesia,4Cbu2WwzcO9amcSqVUImOg,Temporarily Closed 
,ton,,ton,-,USD,Indonesia,Not found,,,,,4Cbu2WwzcO9amcSqVUImbK,,-4.305285825,121.608576,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUImbK,Dharma Bumi Kolaka,Mining,"Sulawesi Tenggara, Kolaka Regency",,Not found,indonesia,4Cbu2WwzcO9amcSqVUImbK,Unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,Deforestation,Corruption & Illegal Activity,https://rakyatpostonline.com/2022/09/16/pt-dms-diduga-leluasa-menambang-di-kawasan-hutan-aph-tutup-mata/,,4Cbu2WwzcO9amcSqVUInMk,,-3.814,122.452,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUInMk,Dwimitra Multiguna Sejahtera,Mining,"Sulawesi Tenggara, North Konawe Regency",,Leo Chandra Edward:100,indonesia,4Cbu2WwzcO9amcSqVUInMk,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,Deforestation;Biodiversity Loss,"Land Grabbing;Intimidation, Suppression, Criminalization of Local Communities",https://jatam.org/pulaukecil/,,4Cbu2WwzcO9amcSqVUInvW,,-4.086,123.021,ecological;social,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUInvW,Gema Kreasi Perdana,Mining,"Sulawesi Tenggara, Konawe Regency",,Budhi Kemakmuran Jayaraya (Harita Group):99.99;Citra Duta Jaya Makmur:0.01,indonesia,4Cbu2WwzcO9amcSqVUInvW,unknown
,ton,,ton,-,USD,Indonesia,Not found,,,,,4Cbu2WwzcO9amcSqVUIo50,,-3.093640993,121.0815828,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIo50,Gerbang Kencana Sukses,Mining,"Sulawesi Tenggara, North Kolaka Regency",,Not found,indonesia,4Cbu2WwzcO9amcSqVUIo50,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:99.99,,Poor Work Safety,https://interoperabilitas.perpusnas.go.id/record/detail/3151939/factors-affecting-the-incidence-of-disease-due-to-employment-relationship-at-pt-indrabakti-mustika-north-konawe,,4Cbu2WwzcO9amcSqVUIoNy,,-3.248970732,122.2940369,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIoNy,Indrabakti Mustika,Mining,"Sulawesi Tenggara, North Konawe Regency",,Artha Perdana Investama:0.46;Cristhoper Sumasto:0.48;PAM Mineral:99.05,indonesia,4Cbu2WwzcO9amcSqVUIoNy,unknown
,ton,,ton,-,USD,Indonesia,Not found,,,,,4Cbu2WwzcO9amcSqVUIoXS,,-2.90192021,121.2854938,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIoXS,Indraldhi Bumi Anda,Mining,"Sulawesi Tenggara, North Kolaka Regency",,Not found,indonesia,4Cbu2WwzcO9amcSqVUIoXS,unknown
,ton,,ton,-,USD,Indonesia,Not found,,Corruption & Illegal Activity,https://klivetvindonesia.com/2022/09/26/pt-integra-mining-nusantara-diduga-lakukan-penjualan-dokumen/,,4Cbu2WwzcO9amcSqVUIogw,,-4.436697538,122.4918734,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIogw,Integra Mining Nusantara,Mining,"Sulawesi Tenggara, South Konawe Regency",,Not found,indonesia,4Cbu2WwzcO9amcSqVUIogw,unknown
,ton,,ton,-,USD,Indonesia,Not found,Air Pollution,Land Grabbing;Corruption & Illegal Activity," https://en.tempo.co/read/525534/ngo-accuses-mining-company-of-hiring-foreigners-illegally,https://merdekami.com/2024/02/imph-konsel-desak-ditjen-minerba-tolak-rkab-dan-cabut-iup-pt-jagad-rayatama/, https://www.ragamkendari.com/hukum-kriminal/1051732671/pt-jagad-rayatama-bandel-bpjn-sudah-berkalikali-disurati-,https://penafaktual.com/pt-jagad-rayatama-diduga-tipu-dan-serobot-lahan-masyarakat-di-konsel/",,4Cbu2WwzcO9amcSqVUIp6E,,-4.406353804,122.3994135,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIp6E,Jagad Rayatama,Mining,"Sulawesi Tenggara, South Konawe Regency",,Not found,indonesia,4Cbu2WwzcO9amcSqVUIp6E,unknown
,ton,,ton,-,USD,Indonesia,Not found,,Corruption & Illegal Activity,https://keratonnews.co.id/berita/kendari/kejati-sultra-tahan-direktur-pt-kabaena-kromit-pratama-kasus-korupsi-tambang,,4Cbu2WwzcO9amcSqVUIpPC,,-3.591526,122.194479,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIpPC,Kabaena Kromit Prathama,Mining,"Sulawesi Tenggara, North Konawe Regency",,Not found,indonesia,4Cbu2WwzcO9amcSqVUIpPC,unknown
,ton,,ton,-,USD,Indonesia,China:8.5;Hongkong:75;Indonesia:16.5,,Poor Work Safety;Corruption & Illegal Activity," https://telisik.id/news/kecelakaan-kerja-di-pt-kku-dan-pt-bsj-saling-lepas-tanggung-jawab-antara-pemilik-iup-dan-subkontrak, https://kendari.terkini.id/2023/09/23/kecelakaan-kerja-hingga-timbulkan-korban-jiwa-pihak-berwenang-diminta-hentikan-aktivitas-pt-bsj-dan-pt-kku-di-konawe-utara/, https://www.kompas.id/baca/utama/2019/09/07/polisi-usut-pelanggaran-tambang-di-konawe-utara",,4Cbu2WwzcO9amcSqVUIpf0,,-3.2295,122.25475,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIpf0,Karyatama Konawe Utara,Mining,"Sulawesi Tenggara, North Konawe Regency",,Denway Development limited:75;PT Sinindo Mining:8.5;PT Wira Perdana Konawe:16.5,indonesia,4Cbu2WwzcO9amcSqVUIpf0,Active
,ton,,ton,-,USD,Indonesia,Not found,,Corruption & Illegal Activity,https://rakyatpostonline.com/2021/05/30/pt-kembar-emas-sultra-leluasa-menambang-polda-sultra-diminta-tindak-tegas/,,4Cbu2WwzcO9amcSqVUIpoU,,-3.29374,122.29499,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIpoU,Kembar Emas Sultra,Mining,"Sulawesi Tenggara, North Konawe Regency",,Not found,indonesia,4Cbu2WwzcO9amcSqVUIpoU,unknown
,ton,,ton,-,USD,Indonesia,Not found,,Corruption & Illegal Activity,https://rakyatpostonline.com/2021/05/30/pt-kembar-emas-sultra-leluasa-menambang-polda-sultra-diminta-tindak-tegas/,,4Cbu2WwzcO9amcSqVUIpxy,,-3.27703,122.24504,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIpxy,Kembar Emas Sultra,Mining,"Sulawesi Tenggara, North Konawe Regency",,Not found,indonesia,4Cbu2WwzcO9amcSqVUIpxy,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,,,,4Cbu2WwzcO9amcSqVUIrBq,,-3.9526,122.27205,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIrBq,Konut Jaya Mineral,Mining,"Sulawesi Tenggara, Konawe Regency",,HJ. ANY HUSNI RISO:30; INDRA HADIWINANTO:5; SATRIA HADIWINANTO:5;H HERRY ASIKU.; SE:60,indonesia,4Cbu2WwzcO9amcSqVUIrBq,unknown
,ton,,ton,-,USD,Indonesia,Not found,,Corruption & Illegal Activity,https://tegas.co/2021/01/20/ore-ilegal-dilokasi-pt-kasmar-diangkut-menggunakan-dokumen-pt-lawaki/,,4Cbu2WwzcO9amcSqVUIrRe,,-2.83887,121.06709,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIrRe,Lakawi Tiar Raya,Mining,"Sulawesi Tenggara, North Kolaka Regency",,Not found,indonesia,4Cbu2WwzcO9amcSqVUIrRe,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Poor Work Safety;Corruption & Illegal Activity;Social Conflict,"https://www.reaksipublik.com/2024/01/masih-bebas-beroperasi-pt-mega-tambang.html, https://kendarinews.com/2022/10/29/aktivitas-tiga-perusahaan-tambang-disorot/",,4Cbu2WwzcO9amcSqVUIsyU,,-4.44205,122.35782,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIsyU,Mega Tambang Indonesia,Mining,"Sulawesi Tenggara, South Konawe Regency",https://www.reaksipublik.com/2024/01/masih-bebas-beroperasi-pt-mega-tambang.html,MEGA BUMI SULAWESI:40;YATOO MEGA SMELTER INDONESIA:60,indonesia,4Cbu2WwzcO9amcSqVUIsyU,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://magz.tempo.co/read/opinion/41650/corruption-in-mining-permits,,4Cbu2WwzcO9amcSqVUIt7y,,-3.233,122.206,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIt7y,Meta Mineral Pradana,Mining,"Sulawesi Tenggara, North Konawe Regency",https://www.bloombergtechnoz.com/detail-news/31549/bahlil-di-balik-tambang-nikel-meta-mineral-pradana-ini-profilnya,PT BERSAMA PAPUA UNGGUL:90;PT RIFA CAPITAL:10,indonesia,4Cbu2WwzcO9amcSqVUIt7y,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,Air Pollution,,https://kendari.pikiran-rakyat.com/sultra-kita/pr-2496456235/desakan-soal-kenaikan-kompensasi-dampak-aktivitas-tambang-marombo-temui-titik-terang,,4Cbu2WwzcO9amcSqVUItU6,,-3.363,122.215,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUItU6,Mitra Utama Resources,Mining,"Sulawesi Tenggara, North Konawe Regency",https://www.halosultra.com/sultra-raya/konawe-utara/7699/susun-program-pemberdayaan-masyarakat-dan-pasca-tambang-pt-mur-laksanakan-konsultasi-publik/,Gunung Berkat Bersama:52; Nanang Purwoko:48,indonesia,4Cbu2WwzcO9amcSqVUItU6,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://detiksultra.com/hukum/hauling-pakai-jalan-umum-pt-mcm-tak-kantong-izin-bpjn-kendari-ilegal-itu/,,4Cbu2WwzcO9amcSqVUItju,,-3.024,121.705,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUItju,Modern Cahaya Makmur,Mining,"Sulawesi Tenggara, Konawe Regency",https://detiksultra.com/hukum/hauling-pakai-jalan-umum-pt-mcm-tak-kantong-izin-bpjn-kendari-ilegal-itu/,William Honoris:50; Anthony Honoris:50,indonesia,4Cbu2WwzcO9amcSqVUItju,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,,,,4Cbu2WwzcO9amcSqVUIttO,,-2.9448,121.65752,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIttO,Nikelindo Suryakencana Agung,Mining,"Sulawesi Tenggara, Konawe Regency",https://inilahsultra.com/2019/02/12/izin-tambang-di-sultra-dikuasai-segelintir-pengusaha-ini-daftarnya/,JINPEI INVESTMENT GROUP:50; SUMBER KREASI KONSULTINDO:50,indonesia,4Cbu2WwzcO9amcSqVUIttO,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Land Grabbing;Corruption & Illegal Activity,"https://kumparan.com/kendarinesia/pt-pjm-dituding-rampas-lahan-masyarakat-1sWxY0FoPEY, https://kumparan.com/kendarinesia/dprd-sebut-rencana-ekspor-nikel-pt-pjm-di-tolala-kolut-ilegal-1sT6Im5HjoB/2",,4Cbu2WwzcO9amcSqVUIuFW,,-2.843,120.99,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIuFW,Patrindo Jaya Makmur,Mining,"Sulawesi Tenggara, North Kolaka Regency",https://topiksultra.com/tidak-buat-lkpm-pt-patrindo-jaya-makmur-terancam-masuk-daftar-perusahaan-mangkrak/,PT WAHANA HARAPAN JAYA MINING:83.31; LINA SUTI:16.69,indonesia,4Cbu2WwzcO9amcSqVUIuFW,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://www.halosultra.com/sultra-raya/449/pt-pernick-sultra-diduga-menambang-di-luar-iup-dan-ippkh/,,4Cbu2WwzcO9amcSqVUIuP0,,-4.297,121.531,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIuP0,Pernick Sultra,Mining,"Sulawesi Tenggara, Kolaka Regency",https://www.timurterkini.com/breaking-news/diduga-tak-miliki-ippkh-pt-pernick-sultra-lakukan-penambangan-ilegal/,MUHAMMAD FADLY GULTOM:25; YUSTINAN SYAH:25; YUSNAN GULTOM:25,indonesia,4Cbu2WwzcO9amcSqVUIuP0,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://edisiindonesia.id/2023/11/27/rkab-dipertanyakan-aph-didesak-periksa-dan-hentikan-kegiatan-pt-pdp/,,4Cbu2WwzcO9amcSqVUIube,,-3.623,120.954,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIube,Putra Dermawan Pratama,Mining,"Sulawesi Tenggara, North Kolaka Regency",https://www.rakyatsultra.id/sultra-raya/503336990/rkab-dipertanyakan-ini-penjelasan-kuasa-hukum-pt-pdp,PRAWIRAYUDHA HALIEM:10; SULIANIE ANGGAWIDJAJA HALIEM:10; ADI HALIEM:10; HALIEM HOENTORO:70,indonesia,4Cbu2WwzcO9amcSqVUIube,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,,,,4Cbu2WwzcO9amcSqVUIvDa,,-3.45804,122.36992,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIvDa,RIZQI SINAR BIOKAS,Mining,"Sulawesi Tenggara, North Konawe Regency",,MUHAMMAD IZZUDDIN:5;ACHMAD NAUFAL:46;AFIFUR RAHMAN:4,indonesia,4Cbu2WwzcO9amcSqVUIvDa,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://www.halosultra.com/sultra-raya/konawe/23178/direktur-pt-roshini-indonesia-ditangkap-kejari-konawe-usai-sempat-jadi-dpo/,,4Cbu2WwzcO9amcSqVUIvN4,,-3.387,122.35,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIvN4,Roshini Inodnesia,Mining,"Sulawesi Tenggara, North Konawe Regency",,LILY SAMI:50;DAVID LIE:10;RADEN BAGUS ARIEF BUDIMAN:40,indonesia,4Cbu2WwzcO9amcSqVUIvN4,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,,,,4Cbu2WwzcO9amcSqVUIvWY,,-3.34038,122.27061,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIvWY,Stargate Pasific Resources,Mining,"Sulawesi Tenggara, North Konawe Regency",,PT. ANUGERAH SURYA PASIFIC RESOURCES:99.99;PT. ANUGERAH SURYA INVESTAMA:0.01,indonesia,4Cbu2WwzcO9amcSqVUIvWY,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,Deforestation,Corruption & Illegal Activity,http://www.nsa-911-nis.com/show/artikelInformasi%20Rencana%20Aksi%20Unjuk%20Rasa%20di%20Kota%20-%20Kota%20Besar%20Wilayah%20Indonesia%20(Di%20luar%20Jakarta)%20pada%20hari%20Kamis%2016%20Mei%202024,,4Cbu2WwzcO9amcSqVUIvz0,,-3.94332,122.23996,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIvz0,Sulemandara Konawe,Mining,"Sulawesi Tenggara, Konawe Regency",,NURMETI SARANANI:13.6;SITTI NEMI WUATA SARANANI:13.6;GEORGE SIMAELA:13.6;BISMAN SARANANI:13.6;YAHYA SONARU:13.6;WUATA SARANANI:32,indonesia,4Cbu2WwzcO9amcSqVUIvz0,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://rakyatpostonline.com/2023/10/20/aparat-penegak-hukum-tumpul-tindaki-pt-sumber-bumi-putra/,,4Cbu2WwzcO9amcSqVUIwEo,,-3.52377,122.1775,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIwEo,Sumber Bumi Putera,Mining,"Sulawesi Tenggara, North Konawe Regency",,VEBRIANTY A TADJUDDIN:70;SYARIFUDDIN:30,indonesia,4Cbu2WwzcO9amcSqVUIwEo,unknown
,ton,,ton,-,USD,Indonesia,Not found,,Corruption & Illegal Activity,https://ekonomi.bisnis.com/read/20220212/44/1499613/tambang-nikel-diduga-milik-ketum-hipmi-ikut-dilarang-beroperasi-sementara,,4Cbu2WwzcO9amcSqVUIwRS,,-3.03758,121.07954,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIwRS,Tambang Mineral Maju,Mining,"Sulawesi Tenggara, North Kolaka Regency",,Not found,indonesia,4Cbu2WwzcO9amcSqVUIwRS,unknown
,ton,,ton,-,USD,Indonesia,Cayman Island:6;Hongkong:74;Indonesia:17,Water Pollution;Air Pollution,Poor Work Safety;Corruption & Illegal Activity," https://penasultra.com/aktivitas-tambang-pt-tekonindo-di-kabaena-dihentikan/, https://www.mongabay.co.id/2013/10/27/temuan-jatam-di-kabaena-dari-pencemaran-sampai-tambang-di-hutan-lindung/",,4Cbu2WwzcO9amcSqVUIwna,,-5.37386,121.90911,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIwna,Tekonindo,Mining,"Sulawesi Tenggara, Bombana Regency",,"Fullex Invesment Limited:74; DH Kingstone Holding Co. Ltd:6; Christian Stoyo Teko:3; Fransisco James Teko:3; Hens Trymario Zainuddin:3; Marthen Teko:2; Novien Teko Batara:3, Batara Teko:3",indonesia,4Cbu2WwzcO9amcSqVUIwna,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,,,,4Cbu2WwzcO9amcSqVUIwx4,,-3.21309,122.28743,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIwx4,Tiran Indonesia,Mining,"Sulawesi Tenggara, North Konawe Regency",https://bondo.id/keputusan-bersama-dilanggar-pt-kdi-kecewa-terhadap-pt-tiran-indonesia/,IR.HJ.MARTATI:1;DR.IR.H.A.AMRAN SULAIMAN:99,indonesia,4Cbu2WwzcO9amcSqVUIwx4,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,Deforestation;Biodiversity Loss,"Land Grabbing;Intimidation, Suppression, Criminalization of Local Communities",https://jatam.org/pulaukecil/,,4Cbu2WwzcO9amcSqVUIxG2,,-5.19367,122.03317,ecological;social,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUIxG2,Tonia Mitra Sejahtera,Mining,"Sulawesi Tenggara, Bombana Regency",,BARISAN MINERAL SEMESTA:25;ADIA MITRA INVESTAMA:25;BINTANG DELAPAN TUJUH ABADI:25;SEGARA KILAU MAS:25,indonesia,4Cbu2WwzcO9amcSqVUIxG2,unknown
